labels,text,emo_s,prob_emo_s,emotion_word,prob_max
disgust,When I saw a very disagreable scene. ,sadness,"[0.9657579064369202, 0.9795103669166565, 0.8988124132156372, 0.9521455764770508, 0.00276775099337101, 0.9808338284492493, 0.9648945331573486]",unhappy,0.9808338284492493
shame,When I had to represent my boss at a meeting. ,guilt,"[0.6795737147331238, 0.6516557931900024, 0.7332094311714172, 0.972793459892273, 0.6306905150413513, 0.3730675280094147, 0.32406219840049744]", responsibility,0.972793459892273
guilt,When I inadvertantly made some close friends and relatives feel bad. ,guilt,"[0.8680689930915833, 0.8663814067840576, 0.6239026784896851, 0.9611121416091919, 0.013666563667356968, 0.9320778846740723, 0.9078210592269897]",culpability,0.9611121416091919
joy,When I passed an exam. ,joy,"[0.08565036952495575, 0.07815480977296829, 0.06621810793876648, 0.7212862372398376, 0.9947531223297119, 0.032718904316425323, 0.04585617408156395]",achievement,0.9947531223297119
fear,When they threatened me with a knife to take my money. ,fear,"[0.7336635589599609, 0.9247878193855286, 0.9641702175140381, 0.9316578507423401, 0.06998636573553085, 0.6099202036857605, 0.47956058382987976]",fear,0.9641702175140381
anger,When I failed an exam I thought I would pass. ,disgust,"[0.7487264275550842, 0.8970991373062134, 0.807399332523346, 0.8078320026397705, 0.04127294942736626, 0.8363739848136902, 0.6238023042678833]",repugnance,0.8970991373062134
sadness,When my dog died. ,sadness,"[0.7105565667152405, 0.9238895773887634, 0.7307119965553284, 0.7531241774559021, 0.004596685990691185, 0.9299241900444031, 0.4532698094844818]",grief,0.9299241900444031
disgust,When I saw an accident where the man lost his head. ,sadness,"[0.4924147427082062, 0.8619450926780701, 0.8326572775840759, 0.5936329364776611, 0.03017904981970787, 0.8919543027877808, 0.43282759189605713]",sadness,0.8919543027877808
shame,When I tripped while getting on a bus. ,disgust,"[0.7047886848449707, 0.8720287680625916, 0.5604400634765625, 0.6565505266189575, 0.01132838986814022, 0.5254532694816589, 0.6497598886489868]",repugnance,0.8720287680625916
guilt,When I hurt a person's feelings. ,guilt,"[0.8323320150375366, 0.8943172097206116, 0.49667346477508545, 0.9758171439170837, 0.03356518596410751, 0.7900548577308655, 0.6572493314743042]",culpability,0.9758171439170837
joy,"I had not seen my brother for five years as he was not in Spain. When he arrived at the airport, I felt great joy. ",joy,"[0.001327936421148479, 0.005613583140075207, 0.006924884859472513, 0.8938564658164978, 0.9930331707000732, 0.33571112155914307, 0.886098325252533]",happy,0.9930331707000732
fear,When two drug addicts tried to take away my money. ,guilt,"[0.6530428528785706, 0.8756629824638367, 0.766624391078949, 0.9225286245346069, 0.04773826524615288, 0.38775187730789185, 0.4716019332408905]",misconduct,0.9225286245346069
anger,When I saw my brother being attacked and I could not do anything. ,disgust,"[0.8588303327560425, 0.9499168992042542, 0.8871227502822876, 0.9064251780509949, 0.009081306867301464, 0.9393801093101501, 0.7019757032394409]",repugnance,0.9499168992042542
sadness,When a class-mate died. ,sadness,"[0.5070772171020508, 0.8650277853012085, 0.7300349473953247, 0.8524911999702454, 0.034308649599552155, 0.9532206654548645, 0.5012017488479614]",sorrow,0.9532206654548645
disgust,When a person saw that I was accused of something I had not done and did not do anything to defend me. ,disgust,"[0.8451119065284729, 0.8739514350891113, 0.788699746131897, 0.8347839117050171, 0.08298896253108978, 0.7574840188026428, 0.7112151980400085]",repugnance,0.8739514350891113
shame,When inadvertantly I found myself in the ladies room. ,guilt,"[0.7149178981781006, 0.7793092727661133, 0.6589328646659851, 0.8449769020080566, 0.08939032256603241, 0.5620937347412109, 0.7051003575325012]",culpability,0.8449769020080566
guilt,When I broke something and a friend of mine was blamed. ,disgust,"[0.817402184009552, 0.8737313151359558, 0.3925052881240845, 0.8735771179199219, 0.027583805844187737, 0.5907140374183655, 0.6375899910926819]",repugnance,0.8737313151359558
joy,I got my driving licence after they had frightened me with it's difficulty. ,fear,"[0.3214672803878784, 0.925017774105072, 0.9680808186531067, 0.8771266937255859, 0.9145151376724243, 0.17619584500789642, 0.40957653522491455]",fear,0.9680808186531067
fear,"When I had to walk over three kms through a field which had wild bulls, because my car had broken down. ",disgust,"[0.7762277126312256, 0.8606901168823242, 0.8117175102233887, 0.617688775062561, 0.0534910149872303, 0.6360403895378113, 0.3692178726196289]",repugnance,0.8606901168823242
anger,"When I saw a man hitting a child of years without any consideration, simply because the child had been leaning against a window. ",disgust,"[0.8502406477928162, 0.9559685587882996, 0.7617655992507935, 0.9172636270523071, 0.01773548498749733, 0.8750857710838318, 0.617581307888031]",repugnance,0.9559685587882996
sadness,A friend of mine who was driving a car ahead of me died in a car accident. ,sadness,"[0.5628061890602112, 0.9002619981765747, 0.7515315413475037, 0.7957165837287903, 0.012725165113806725, 0.9479615092277527, 0.5903540253639221]",sadness,0.9479615092277527
disgust,When I had to dissect a live mouse at school. ,guilt,"[0.5373494029045105, 0.851169764995575, 0.6949342489242554, 0.934650719165802, 0.6231331825256348, 0.4280188977718353, 0.29805538058280945]", responsibility,0.934650719165802
shame,When I was a child I had to recite a poem in a show at the end of the term. ,guilt,"[0.46537184715270996, 0.48459866642951965, 0.5655553936958313, 0.8317434191703796, 0.5445520281791687, 0.22384099662303925, 0.2815365195274353]", responsibility,0.8317434191703796
guilt,"When I saw a program on Ethiopia on T. V, a fews hours earlier I had thrown away some clothes and food. ",disgust,"[0.6445170044898987, 0.7184645533561707, 0.5686165690422058, 0.6783353090286255, 0.039700768887996674, 0.7123709321022034, 0.42501693964004517]",repugnance,0.7184645533561707
joy,When I saw that the mark I had obtained in an exam was a good one. ,joy,"[0.08734653145074844, 0.15732300281524658, 0.0675160214304924, 0.743648886680603, 0.96382737159729, 0.11816517263650894, 0.07305305451154709]",achievement,0.96382737159729
fear,We were in the country and I walked away from the others one night. Suddenly something moved sharply in front of me and I was not able to see what it was. ,disgust,"[0.651089072227478, 0.851928174495697, 0.8057528138160706, 0.6357829570770264, 0.3160631060600281, 0.5166968703269958, 0.4964357018470764]",repugnance,0.851928174495697
anger,"When I was young, I became very angry as I was not allowed to stay up all night for the fair in my town. ",anger,"[0.9760264754295349, 0.8969388604164124, 0.44478335976600647, 0.7565551400184631, 0.16952253878116608, 0.8935330510139465, 0.5221312046051025]",irritation,0.9760264754295349
sadness,When summer is over and I have to leave the town where I spend my holidays. ,guilt,"[0.8481446504592896, 0.8805091381072998, 0.7571672797203064, 0.8982157111167908, 0.21713076531887054, 0.8909624814987183, 0.45401525497436523]",regret,0.8982157111167908
disgust,When I saw several people washing their car with water from a drain. ,guilt,"[0.41324809193611145, 0.7824181914329529, 0.3099707365036011, 0.8335086107254028, 0.07520867884159088, 0.1900991052389145, 0.47779443860054016]",misconduct,0.8335086107254028
shame,When I inadvertantly entered the ladies room and met some girls on my way out. ,guilt,"[0.6290594339370728, 0.5556231141090393, 0.5229548215866089, 0.901945948600769, 0.12227842211723328, 0.35672250390052795, 0.6724779605865479]",culpability,0.901945948600769
guilt,I was entrusted with an object and while using it I handled it carelessly and it broke. ,guilt,"[0.8815544843673706, 0.9560560584068298, 0.7276912331581116, 0.984825074672699, 0.015719430521130562, 0.8966054916381836, 0.8904412388801575]",misconduct,0.984825074672699
joy,"When I learned, after the ecography, that my mother was expecting a baby girl. That was what I wanted. ",joy,"[0.05014829710125923, 0.014220962300896645, 0.06194908171892166, 0.5739841461181641, 0.8275177478790283, 0.02291424386203289, 0.29579994082450867]",happy,0.8275177478790283
fear,"One night, walking along a park, I began to think that some roughnecks would appear suddenly with knives and things like that. ",fear,"[0.9077255725860596, 0.9339094161987305, 0.9654722809791565, 0.7531334161758423, 0.2693105936050415, 0.7073837518692017, 0.5946796536445618]",anxiety,0.9654722809791565
anger,I had an exam and I had it well prepared. I did the first part very well but did not know the second part. ,joy,"[0.4171691834926605, 0.4546836316585541, 0.5414344668388367, 0.48591142892837524, 0.642398476600647, 0.1595154106616974, 0.20030516386032104]",achievement,0.642398476600647
sadness,When my parents did not let me go on a study tour. ,disgust,"[0.8058053255081177, 0.9005354046821594, 0.7055201530456543, 0.6522470712661743, 0.06581271439790726, 0.8328137397766113, 0.4731118083000183]",repugnance,0.9005354046821594
disgust,"One day I was going through the street door of my house, when a man asked me for a doctor. He then showed me his genitals and asked me to cure him myself. ",guilt,"[0.5233371257781982, 0.5134592056274414, 0.37049010396003723, 0.5400924682617188, 0.09196130931377411, 0.31036025285720825, 0.3024306893348694]",misconduct,0.5400924682617188
shame,Each time the professor asks me a question in class. ,anger,"[0.7467643022537231, 0.32985201478004456, 0.7180814743041992, 0.38984251022338867, 0.27736327052116394, 0.44553259015083313, 0.33200591802597046]",irritation,0.7467643022537231
guilt,I had an argument with my boyfriend. It was my fault but my pride would not let me admit it. ,guilt,"[0.8647502064704895, 0.9177940487861633, 0.3933262825012207, 0.9821208119392395, 0.07844347506761551, 0.6624522805213928, 0.8697306513786316]",blameworthy,0.9821208119392395
joy,An invitation to spend days at the seaside with all expenses paid. ,joy,"[0.007725425064563751, 0.007933121174573898, 0.010290826670825481, 0.055278994143009186, 0.8077208995819092, 0.004385999403893948, 0.013301682658493519]",achievement,0.8077208995819092
fear,A film on zombies. ,fear,"[0.1440843939781189, 0.7405813336372375, 0.9794647097587585, 0.14587539434432983, 0.2635002136230469, 0.19994302093982697, 0.09098966419696808]",horror,0.9794647097587585
anger,When males in my family try to assign house duties exclusively with referance to sex. ,disgust,"[0.9025892615318298, 0.9048512578010559, 0.670433759689331, 0.7789326906204224, 0.1219760999083519, 0.745542049407959, 0.5568045973777771]",repugnance,0.9048512578010559
sadness,I had a quarrell with my boyfriend and decided to finish with him and and my Easter holidays. ,anger,"[0.9360925555229187, 0.879137396812439, 0.36898571252822876, 0.7863619923591614, 0.11093481630086899, 0.8592056035995483, 0.6177281737327576]",anger,0.9360925555229187
disgust,"When after a storm in the country, I left my shelter and saw a big, fat, slimy green toad by my side. ",disgust,"[0.7388267517089844, 0.8577758073806763, 0.5450863838195801, 0.545314610004425, 0.04552985727787018, 0.4890432059764862, 0.4667731821537018]",repugnance,0.8577758073806763
shame,When a friend from whom I preferred to hide my private life discovered that I had relations with a man. ,disgust,"[0.8189905881881714, 0.8605838418006897, 0.8011869192123413, 0.8411040306091309, 0.17736348509788513, 0.6828661561012268, 0.8371319770812988]",repugnance,0.8605838418006897
guilt,When my brother had to spend all evening repairing a gear-lever that I had broken. ,guilt,"[0.8330124020576477, 0.9016176462173462, 0.5338230729103088, 0.9433881044387817, 0.035636719316244125, 0.7540321946144104, 0.6680391430854797]",blameworthy,0.9433881044387817
joy,When I passed the university entrance exam. ,joy,"[0.08327985554933548, 0.0863804891705513, 0.11022143810987473, 0.762560248374939, 0.9896799921989441, 0.03266052156686783, 0.1674124002456665]",achievement,0.9896799921989441
fear,"When I was walking down the street, some boys showed me a knife and stole all my money. ",disgust,"[0.8363848328590393, 0.9387643933296204, 0.8847436904907227, 0.9268434643745422, 0.014731436967849731, 0.895013689994812, 0.80360347032547]",repugnance,0.9387643933296204
anger,"When they threw my holder down on the floor, with all my notes for an exam inside it and they got all mixed up. ",guilt,"[0.9221722483634949, 0.947433352470398, 0.7195665240287781, 0.9787747859954834, 0.010320133529603481, 0.8995598554611206, 0.7306456565856934]",misconduct,0.9787747859954834
sadness,When my mother was operated. ,sadness,"[0.42770251631736755, 0.5615344047546387, 0.7435882687568665, 0.6159079074859619, 0.24554213881492615, 0.8491164445877075, 0.23902659118175507]",grief,0.8491164445877075
disgust,When I see pornographic films. ,guilt,"[0.5566437244415283, 0.6928237080574036, 0.472674161195755, 0.7958570122718811, 0.6981319785118103, 0.28744369745254517, 0.226728156208992]",misconduct,0.7958570122718811
shame,One day I got on the bus without any money or season ticket and the driver threw me out. ,guilt,"[0.8083831667900085, 0.9208932518959045, 0.7235748767852783, 0.9556916356086731, 0.021003345027565956, 0.7709423303604126, 0.637432873249054]",misconduct,0.9556916356086731
