labels,text,feels_s,prob_feels_s,emotion_word,prob_max
sadness,When I got divorced from my husband after ten years of marriage. ,sadness,"[0.9277527928352356, 0.9266339540481567, 0.8548421859741211, 0.9299982190132141, 0.8579513430595398, 0.9763187766075134, 0.8955488801002502]",grieved,0.9763187766075134
disgust,When my mother betrayed me by obtaining money from my husband when we were separated - pending divorce. ,guilt,"[0.9912734627723694, 0.997753918170929, 0.9757922887802124, 0.9978044629096985, 0.22839555144309998, 0.9902620911598206, 0.9973861575126648]",misconduct,0.9978044629096985
shame,When I gave my boyfriend a brush-off. ,disgust,"[0.9845321774482727, 0.9858027696609497, 0.8169338703155518, 0.9841289520263672, 0.8861386179924011, 0.9845330119132996, 0.9522406458854675]",repugnance,0.9858027696609497
guilt,When I beat up my son for having beaten up his sister. ,guilt,"[0.9901622533798218, 0.9252212047576904, 0.8969845175743103, 0.990240216255188, 0.8465306162834167, 0.7638646364212036, 0.8896521329879761]",culpable,0.990240216255188
joy,"This happened when I went to check my first year results, I had thought that I would fail and I found that I had a clear pass in all my courses. ",fear,"[0.9238042235374451, 0.46725907921791077, 0.9855931401252747, 0.7850244641304016, 0.9839763641357422, 0.3868902921676636, 0.22880174219608307]",fear,0.9855931401252747
fear,When I woke up at night to find a fire spreading towards the bed -rooms. I was very frightened as I realized that I faced death. ,fear,"[0.6529094576835632, 0.9765508770942688, 0.9988310933113098, 0.8495021462440491, 0.011012095026671886, 0.936542272567749, 0.6466996669769287]",fear,0.9988310933113098
anger,When a friend of mine was trying to make a fool out of me. ,shame,"[0.9808312058448792, 0.9200208187103271, 0.8702306151390076, 0.9372344017028809, 0.5348734855651855, 0.9502796530723572, 0.984605073928833]",humiliated,0.984605073928833
sadness,I experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and it's problems. ,sadness,"[0.9156564474105835, 0.9347749948501587, 0.9577300548553467, 0.981089174747467, 0.08498579263687134, 0.9952501058578491, 0.9126057028770447]",sadness,0.9952501058578491
disgust,"When I heard of the assassination of the Indian prime-minister, Indira Gandhi. ",sadness,"[0.9604994058609009, 0.9883118271827698, 0.98105388879776, 0.9728876352310181, 0.36170729994773865, 0.9942125678062439, 0.911119818687439]",grieved,0.9942125678062439
shame,When I got drunk at a party and made a fool of myself by vomitting all over the place and insulting the people who were there with me. ,guilt,"[0.9929303526878357, 0.9955602884292603, 0.9747025370597839, 0.9966428279876709, 0.3918529748916626, 0.9936435222625732, 0.996224045753479]",culpable,0.9966428279876709
guilt,When I was caught sneaking back into the house at night after having gone to a disco without permission. ,guilt,"[0.983922004699707, 0.9914417862892151, 0.9926367998123169, 0.9932044744491577, 0.05034070089459419, 0.9880991578102112, 0.989046037197113]",culpable,0.9932044744491577
joy,When I was told that I had passed the exams. ,joy,"[0.117912158370018, 0.11391180008649826, 0.24967293441295624, 0.6903654336929321, 0.9946980476379395, 0.15753357112407684, 0.06512460112571716]",accomplished,0.9946980476379395
fear,When a thief broke into my house at night. ,disgust,"[0.987848162651062, 0.99333655834198, 0.9917995929718018, 0.9875912666320801, 0.2663503587245941, 0.9922837615013123, 0.9790019989013672]",repugnance,0.99333655834198
anger,When my sister broke my china tea set. ,sadness,"[0.9912979602813721, 0.9924830794334412, 0.9627017974853516, 0.9941202998161316, 0.5526484847068787, 0.9942664504051208, 0.9848483204841614]",unhappy,0.9942664504051208
sadness,I felt very sad when my son died after a short illness. ,sadness,"[0.0659935474395752, 0.2229488044977188, 0.3123416304588318, 0.9638532996177673, 0.010474145412445068, 0.9989601373672485, 0.5524073839187622]",sorrow,0.9989601373672485
disgust,I met my best friend's husband with a prostitute. ,disgust,"[0.9426950812339783, 0.9675283432006836, 0.6795168519020081, 0.9671293497085571, 0.9672320485115051, 0.8203029036521912, 0.9457469582557678]",repugnance,0.9675283432006836
shame,When I failed to answer a simple question. ,guilt,"[0.9352535605430603, 0.8601736426353455, 0.8386496901512146, 0.990405261516571, 0.026020744815468788, 0.9118416905403137, 0.9686403870582581]",culpable,0.990405261516571
guilt,"My brother wanted money but I refused to give it to him, two days later he stole it from my father. ",guilt,"[0.9887759685516357, 0.9913951754570007, 0.9443610310554504, 0.9938215017318726, 0.6193195581436157, 0.9705286622047424, 0.9739892482757568]",culpable,0.9938215017318726
joy,When I learnt that I was selected for form I. ,joy,"[0.393647700548172, 0.26418378949165344, 0.8016787767410278, 0.6940109729766846, 0.9902122616767883, 0.19054517149925232, 0.2602311968803406]",accomplished,0.9902122616767883
fear,When I was nearly beaten up by the brother of my girlfriend. ,fear,"[0.9867448210716248, 0.9739609956741333, 0.992007851600647, 0.9810931086540222, 0.5765838027000427, 0.9673076272010803, 0.9755463600158691]",fear,0.992007851600647
anger,When I heard that my girlfriend was talking behind my back and looking down on me. ,shame,"[0.9924085140228271, 0.9939430356025696, 0.979176938533783, 0.9914831519126892, 0.6115465760231018, 0.98396897315979, 0.9943167567253113]",dishonored,0.9943167567253113
sadness,"When a friend, who has been with me at school, failed to make it to UNZA. ",sadness,"[0.9130709171295166, 0.6912959218025208, 0.8330177664756775, 0.8439003825187683, 0.022916924208402634, 0.9436751008033752, 0.7622779607772827]",sadness,0.9436751008033752
disgust,When my girlfriend told me that she was no longer interested in me. ,sadness,"[0.9695960879325867, 0.9486064314842224, 0.9420657753944397, 0.9798230528831482, 0.46372008323669434, 0.9868354797363281, 0.9281136989593506]",sadness,0.9868354797363281
shame,I choked on a cold drink in front of girls who were strangers. ,shame,"[0.9897680878639221, 0.995424211025238, 0.9920523166656494, 0.9946820139884949, 0.12180542200803757, 0.9850767254829407, 0.996264636516571]",embarrassed,0.996264636516571
guilt,When I was caught with my girlfriend in the house at night. ,disgust,"[0.9854174852371216, 0.9933508038520813, 0.9884621500968933, 0.9918213486671448, 0.5499920845031738, 0.9893430471420288, 0.9913676381111145]",repugnance,0.9933508038520813
joy,When I passed the grade exam. ,joy,"[0.2582175135612488, 0.3072725832462311, 0.3079250752925873, 0.9054281711578369, 0.9963758587837219, 0.13643965125083923, 0.10526154935359955]",accomplished,0.9963758587837219
fear,"When I was told by the doctor, after many months of coughing, that I had tuberculosis. ",sadness,"[0.9164171814918518, 0.976353645324707, 0.9759799242019653, 0.9372464418411255, 0.1273248791694641, 0.9821743965148926, 0.9308105707168579]",unhappy,0.9821743965148926
anger,"When a cousin of mine took my bottle of T. B tablets, put water in it and threw it in the dust-bin. ",anger,"[0.9925363063812256, 0.9366049766540527, 0.9037717580795288, 0.9493964910507202, 0.5279325246810913, 0.9923770427703857, 0.9650067687034607]",annoyed,0.9925363063812256
sadness,This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays. ,sadness,"[0.9750163555145264, 0.8931970000267029, 0.9634837508201599, 0.985443651676178, 0.1860201507806778, 0.9958181977272034, 0.8131332397460938]",sadness,0.9958181977272034
disgust,When I realized that my closest friend had said bad things about me when I was not around and had betrayed me by making friends with my boyfriend's other girl. ,shame,"[0.995747983455658, 0.9962576627731323, 0.9949871301651001, 0.9943268895149231, 0.343661904335022, 0.9964274764060974, 0.9975956082344055]",dishonored,0.9975956082344055
shame,When five of my friends at the secondary school found out the bad things that I had been saying about them. ,guilt,"[0.9745355248451233, 0.9819446802139282, 0.9137358069419861, 0.9893465638160706, 0.42078909277915955, 0.9796613454818726, 0.97703617811203]",culpable,0.9893465638160706
guilt,"When my mother returned from a holiday, I told her a lie i. e my father had brought another woman home while she was away. ",guilt,"[0.934370756149292, 0.9340298771858215, 0.9621934294700623, 0.9914546012878418, 0.7017596364021301, 0.9081367254257202, 0.9311205148696899]",culpable,0.9914546012878418
joy,The time I qualified to enter secondary school. ,joy,"[0.738747775554657, 0.5546038746833801, 0.7574976086616516, 0.8124740123748779, 0.9798250794410706, 0.7476036548614502, 0.424289733171463]",accomplished,0.9798250794410706
fear,"One evening I saw the old guard-man I knew, change into something inhuman for about - seconds, this really frightened me. ",fear,"[0.9212012887001038, 0.9800515174865723, 0.9980864524841309, 0.8938575983047485, 0.2816046476364136, 0.887111485004425, 0.8670489192008972]",scared,0.9980864524841309
anger,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter. I realized this before I handed over the coin, but the man called me a thief and called a witness. ",sadness,"[0.8504263162612915, 0.8943764567375183, 0.9161019325256348, 0.9276286363601685, 0.11635413765907288, 0.9655920267105103, 0.9498564600944519]",unhappy,0.9655920267105103
sadness,The day I woke up to find that a kitten I had wanted to keep had been eaten by the neighbour's dogs. It had been locked out by my wife who claimed that it had dirtied the sheets. ,sadness,"[0.9952087998390198, 0.9937916398048401, 0.9958531856536865, 0.9958765506744385, 0.07003164291381836, 0.9981164932250977, 0.9820542335510254]",sadness,0.9981164932250977
disgust,The day I was forced to use a public convenience place in town. It was so filthy that it really made me sick. ,disgust,"[0.9926756024360657, 0.9982359409332275, 0.9946657419204712, 0.9732547402381897, 0.11561610549688339, 0.9944227337837219, 0.976666271686554]",disgusted,0.9982359409332275
shame,My mother caught me stealing some food when I was a young boy. ,disgust,"[0.9794148802757263, 0.9949369430541992, 0.9469360113143921, 0.9941211342811584, 0.5421902537345886, 0.9711009860038757, 0.9841819405555725]",repugnance,0.9949369430541992
guilt,"When I gave in to what my wife wanted and locked the cat out, it was killed by the dogs. ",disgust,"[0.9896367192268372, 0.9937735795974731, 0.9854565262794495, 0.9935755133628845, 0.1269041895866394, 0.9928023219108582, 0.9689119458198547]",repugnance,0.9937735795974731
joy,I felt joy when I came to know Christ. That is when I became a Christian. ,joy,"[0.00460244482383132, 0.0017072358168661594, 0.002873775316402316, 0.1059727594256401, 0.99847012758255, 0.003645588643848896, 0.0018248186679556966]",joyful,0.99847012758255
fear,When I broke the window pane of my next door neighbour's house. ,guilt,"[0.9413926005363464, 0.8588113188743591, 0.8444529175758362, 0.9901098608970642, 0.916987419128418, 0.9207587242126465, 0.8591654300689697]",culpable,0.9901098608970642
anger,When my brother did not send me the transport money to resume my studies in time at UNZA. ,sadness,"[0.9929872155189514, 0.982893168926239, 0.9729951024055481, 0.991788923740387, 0.24442678689956665, 0.9951120018959045, 0.9669732451438904]",unhappy,0.9951120018959045
sadness,When I heard that my nephew had passed away. ,sadness,"[0.9025123715400696, 0.9721179604530334, 0.9749635457992554, 0.9930340051651001, 0.40397730469703674, 0.9965043067932129, 0.890036404132843]",sadness,0.9965043067932129
disgust,When my father thought that I was an unrelaible son. ,sadness,"[0.983620285987854, 0.9876941442489624, 0.8733686208724976, 0.9875962734222412, 0.40228453278541565, 0.9907329082489014, 0.9878684878349304]",grieved,0.9907329082489014
shame,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt. ",guilt,"[0.9833383560180664, 0.9916293025016785, 0.8713557720184326, 0.991706132888794, 0.8353283405303955, 0.9876490235328674, 0.9912348985671997]",culpable,0.991706132888794
guilt,When I insulted an elderly person for no reason. ,shame,"[0.8565168380737305, 0.8909876942634583, 0.5232681035995483, 0.8961424231529236, 0.026155781000852585, 0.8846956491470337, 0.9364398121833801]",dishonored,0.9364398121833801
joy,"When my uncle gave me my first year's results. I opened the envelope and my eyes ran into two ""B+"" - in EC and M, this meant that I had qualified for a major in economics. ",joy,"[0.45120322704315186, 0.40881434082984924, 0.6450272798538208, 0.7369338274002075, 0.9890041947364807, 0.4015444219112396, 0.43197205662727356]",accomplished,0.9890041947364807
