labels,text,expr_s,prob_expr_s,emotion_word,prob_max
disgust,When I witnessed an accident. ,disgust,"[0.8500686287879944, 0.9667297601699829, 0.951103925704956, 0.9134202003479004, 0.12501278519630432, 0.954028308391571, 0.9002825021743774]",repugnance,0.9667297601699829
shame,"When my father found me in bed with a girl, we were deep in actioon when he entered the room. ",guilt,"[0.8335452079772949, 0.8868817090988159, 0.8229813575744629, 0.9843373894691467, 0.5811340808868408, 0.816305935382843, 0.8974434733390808]",misconduct,0.9843373894691467
guilt,"I took my grandmother's money without telling her and when asked if it was me who had taken the money, I denied it. ",guilt,"[0.75881028175354, 0.9521026611328125, 0.7364504337310791, 0.9958351850509644, 0.09711191058158875, 0.78960120677948, 0.9810028076171875]",misconduct,0.9958351850509644
joy,When I won some coins in a small competion. ,joy,"[0.04177102819085121, 0.03814289718866348, 0.04371268302202225, 0.46750473976135254, 0.9971163272857666, 0.011633075773715973, 0.03117615543305874]",an achievement,0.9971163272857666
fear,I went home late one evening and saw that the security lights were off. I got inside the gate and just then I realized that the dogs may be outside. ,fear,"[0.951225221157074, 0.9174743294715881, 0.9874382615089417, 0.968488335609436, 0.24003559350967407, 0.9097082614898682, 0.9015626907348633]",fear,0.9874382615089417
anger,"My little niece, who is very talkative, suddenly became very naughty and began wetting her pants. She did it one afternoon. ",guilt,"[0.8792479038238525, 0.9638928174972534, 0.8231698870658875, 0.9792965054512024, 0.2640814781188965, 0.9010022878646851, 0.8279526233673096]",misconduct,0.9792965054512024
sadness,This morning during my sleep I had a feeling that someboby was attacking me. I started crying in my sleep and then my room-mate woke me up. ,fear,"[0.936385989189148, 0.9801208972930908, 0.9970628619194031, 0.9110963344573975, 0.051341451704502106, 0.995131254196167, 0.876205563545227]",fear,0.9970628619194031
disgust,When I learnt that my cousin sister was pregnant. ,fear,"[0.580416738986969, 0.803053617477417, 0.8391209840774536, 0.7918018102645874, 0.7888140082359314, 0.7180126309394836, 0.5819832682609558]",anxiety,0.8391209840774536
shame,My cousin and I were at the farm and at night we drunk like fools and made a lot of noise. We had drunk two much of wine. ,guilt,"[0.8215153217315674, 0.4550073444843292, 0.2225676029920578, 0.9920814037322998, 0.27026301622390747, 0.540910542011261, 0.8858068585395813]",misconduct,0.9920814037322998
guilt,"The fridge we had at home had a lock. One day when I wanted something, I unscrewed the door but unfortunately I was caught in the act. ",guilt,"[0.956453263759613, 0.8637346029281616, 0.9324062466621399, 0.9853959679603577, 0.2422056943178177, 0.9765868782997131, 0.9784296751022339]",misconduct,0.9853959679603577
joy,When I was selected for the university. ,joy,"[0.47978976368904114, 0.24798621237277985, 0.5600398778915405, 0.8070341944694519, 0.9935304522514343, 0.4502812623977661, 0.1928320825099945]",an achievement,0.9935304522514343
fear,"When I saw an accident, a woman was run over and she died on the spot. ",sadness,"[0.862663745880127, 0.9697190523147583, 0.9672203063964844, 0.9300174117088318, 0.11281954497098923, 0.9907812476158142, 0.8733379244804382]",sadness,0.9907812476158142
anger,When my dress and a few other things were stolen from my wardrobe. ,disgust,"[0.9316971302032471, 0.9795798063278198, 0.9411097168922424, 0.9613660573959351, 0.022478623315691948, 0.9726095795631409, 0.8883341550827026]",repugnance,0.9795798063278198
sadness,When my grandmother passed away. ,sadness,"[0.7026143074035645, 0.8355041742324829, 0.8765249252319336, 0.9790969491004944, 0.3690842092037201, 0.9903304576873779, 0.40518465638160706]",grief,0.9903304576873779
disgust,"While watching a movie, someone who was drunk started vomiting helplessly. ",disgust,"[0.905880868434906, 0.9835168719291687, 0.956577718257904, 0.8531320691108704, 0.10845013707876205, 0.9463821053504944, 0.8353553414344788]",repugnance,0.9835168719291687
shame,When I ate my sister's food and then she found out that it was me. I felt very ashamed but still refused to admit that it was me. ,shame,"[0.5451891422271729, 0.9954532384872437, 0.9523030519485474, 0.9920634627342224, 0.1878349781036377, 0.9903267025947571, 0.9969145059585571]",embarrassment,0.9969145059585571
guilt,"When I told a person something that had happened to my friend, and this person went and told my friend. ",guilt,"[0.8834272027015686, 0.858391284942627, 0.7466204166412354, 0.9811582565307617, 0.9716074466705322, 0.7380307912826538, 0.8011997938156128]",responsibility,0.9811582565307617
joy,When I got myself the kind of girlfriend I had been hunting for a long time. ,joy,"[0.004581704270094633, 0.006723383907228708, 0.013113796710968018, 0.38696393370628357, 0.9933785200119019, 0.001972469035536051, 0.005041738972067833]",an achievement,0.9933785200119019
fear,When I was told that the form five results were out. ,fear,"[0.7856945991516113, 0.47341883182525635, 0.824241578578949, 0.6046513915061951, 0.7442759871482849, 0.8022003173828125, 0.5568249821662903]",anxiety,0.824241578578949
anger,When I saw my younger sister being bothered by a boy she did not know. ,disgust,"[0.9859173893928528, 0.9896994233131409, 0.9801682233810425, 0.9611437320709229, 0.20011979341506958, 0.9775350093841553, 0.9277761578559875]",repugnance,0.9896994233131409
sadness,"The time I lost a badminton match, that I should have won at the Zambia closed badminton championships. ",guilt,"[0.9798632264137268, 0.9843646883964539, 0.8990151882171631, 0.9917927384376526, 0.013412936590611935, 0.9906511306762695, 0.9694702625274658]",culpability,0.9917927384376526
disgust,"When I was taking my girlfriend out, she seemed to have taken her time. ",anger,"[0.9336718320846558, 0.7178618907928467, 0.6369016170501709, 0.7800198197364807, 0.5176807045936584, 0.9315206408500671, 0.504080593585968]",annoyance,0.9336718320846558
shame,When my dad caught me with a honey (girlfriend) in my bedroom. ,guilt,"[0.9330962300300598, 0.946048378944397, 0.9237734079360962, 0.9844964742660522, 0.1475638598203659, 0.9447349905967712, 0.9636122584342957]",misconduct,0.9844964742660522
guilt,When I beat up a stupid boy who was fond of cracking jokes on me. ,joy,"[0.990557074546814, 0.938622772693634, 0.09964647144079208, 0.9833121299743652, 0.9928734302520752, 0.7638888955116272, 0.5946208238601685]",an achievement,0.9928734302520752
joy,"When I was selected for higher education, i. e grade to formI. ",joy,"[0.2802504003047943, 0.1727786660194397, 0.29132747650146484, 0.44224321842193604, 0.8724592328071594, 0.3361597955226898, 0.10106866806745529]",an achievement,0.8724592328071594
fear,"When I impregnated a certain girl, I thought that I would be forced to marry her or go to court. ",fear,"[0.9193513989448547, 0.8974063396453857, 0.994156002998352, 0.9636929631233215, 0.7067624926567078, 0.8858212828636169, 0.8073586225509644]",fear,0.994156002998352
anger,When the university withdrew the accomodation that it had given me. ,sadness,"[0.9448993802070618, 0.955446720123291, 0.8939268589019775, 0.8043027520179749, 0.0654512271285057, 0.9815319776535034, 0.8419645428657532]",unhappiness,0.9815319776535034
sadness,When my mother and father separated (it was a brief separation and they are together now). ,sadness,"[0.643656313419342, 0.7798574566841125, 0.6423472762107849, 0.7023336291313171, 0.4071141183376312, 0.8480992317199707, 0.4303637146949768]",unhappiness,0.8480992317199707
disgust,"When I patronized a certain tavern which had prostitutes, it was almost a brothel. ",guilt,"[0.7103132009506226, 0.7460896968841553, 0.47388970851898193, 0.8669551610946655, 0.34121716022491455, 0.5808805227279663, 0.46571624279022217]",misconduct,0.8669551610946655
shame,When I proposed love to a girl and she turned me down. ,sadness,"[0.9446228742599487, 0.957400918006897, 0.8897925019264221, 0.9769877195358276, 0.0824771597981453, 0.9946891069412231, 0.9061691164970398]",unhappiness,0.9946891069412231
guilt,When I sided with my mother in a quarrel she had with my father before they briefly separated. ,guilt,"[0.8666385412216187, 0.6216921806335449, 0.4621337950229645, 0.9710744023323059, 0.7665175199508667, 0.7657772898674011, 0.5616607069969177]",culpability,0.9710744023323059
joy,When I received a letter from a woman I thought had not ever cared for me. This was when I needed her and I was overjoyed to learn that it was me who was delaying things. ,joy,"[0.003968012053519487, 0.004341231659054756, 0.20416681468486786, 0.9155393242835999, 0.9934931397438049, 0.1131279245018959, 0.021571176126599312]",joy,0.9934931397438049
fear,Two guys were fighting murderously and I feared that one of them would be killed. ,fear,"[0.9409158229827881, 0.9946268200874329, 0.9988692402839661, 0.944000244140625, 0.05775811895728111, 0.9857191443443298, 0.6144575476646423]",dread,0.9988692402839661
anger,"When I could not reason my friend, it angered me. ",anger,"[0.9990189075469971, 0.9956597685813904, 0.3088677227497101, 0.9900093078613281, 0.00803192239254713, 0.9981087446212769, 0.38194191455841064]",annoyance,0.9990189075469971
sadness,I did not like it when a little girl was crying for her dead mother and was calling her by her name. I was sad. ,sadness,"[0.9698588848114014, 0.99628084897995, 0.6367212533950806, 0.9950246214866638, 0.08380264043807983, 0.9984305500984192, 0.6754735112190247]",sorrow,0.9984305500984192
disgust,"I feel disgusted at not having got aa ""A"" in yesterday's practicals of G. ",disgust,"[0.9984366297721863, 0.9985811710357666, 0.9946946501731873, 0.99366295337677, 0.019395967945456505, 0.998444139957428, 0.9976929426193237]",revulsion,0.9985811710357666
shame,I felt very ashamed at having got a book by force from a girl. ,shame,"[0.9344079494476318, 0.9972712397575378, 0.9700671434402466, 0.998170018196106, 0.029081284999847412, 0.991777777671814, 0.9990373849868774]",embarrassment,0.9990373849868774
guilt,I felt guilty of having suspected my room-mate of stealing the money last term. ,guilt,"[0.5951597094535828, 0.994728147983551, 0.9623427391052246, 0.9985276460647583, 0.07485514134168625, 0.9916777610778809, 0.9943132400512695]",guilt,0.9985276460647583
joy,Our only elder sister got married and started having pains in her abdomen and she was told that she could not have children. To our suprise she had a baby months back. ,joy,"[0.4537578821182251, 0.22779017686843872, 0.5111557245254517, 0.37763363122940063, 0.8471722602844238, 0.24827970564365387, 0.14234843850135803]",the blessing,0.8471722602844238
fear,My uncle was taken to the UTC for an operation as he had cancer. There had been a lot of deaths of late - out of every operated. I was scared for my uncle's life. ,fear,"[0.7217552661895752, 0.8984023332595825, 0.9977559447288513, 0.6991433501243591, 0.08014994859695435, 0.9632638096809387, 0.3974967896938324]",fear,0.9977559447288513
anger,I had planned to go to town with my friend at hours but she went for the registration and I waited for a good and a / hours. It was vital for me to go to town but I could not as it was she who had the money. Finally I borrowed some money from friends and we went to town. I was really angry with my friend. ,anger,"[0.9973829388618469, 0.9955322742462158, 0.9079405665397644, 0.996330201625824, 0.020625462755560875, 0.997291624546051, 0.9527748227119446]",irritation,0.9973829388618469
sadness,I dreamt of my father's death while I was at secondary school. I was screaming at the top of my voice and was woken up by my friend. That day I was really sad. ,sadness,"[0.8010105490684509, 0.9684641361236572, 0.9541448950767517, 0.9712387919425964, 0.009856820106506348, 0.9950584173202515, 0.6962800621986389]",unhappiness,0.9950584173202515
disgust,I had prepared a special meal for my boyfriend but when my brother came home he ate it all. I was really disgusted about it. ,sadness,"[0.9988044500350952, 0.9989579916000366, 0.9971241354942322, 0.9928680658340454, 0.020653748884797096, 0.9989664554595947, 0.9980440139770508]",unhappiness,0.9989664554595947
shame,"We were at a party, this guy I liked and me. I really loved him and gathered enough courage to ask him to kiss me. He did not do it but instead asked me what I would like for my birthday. I told him that I would like a kiss more than anything else but he excused himself and said that it was impossible. I really felt embarassed. ",shame,"[0.7985186576843262, 0.714256227016449, 0.9779732823371887, 0.8898634910583496, 0.1554996818304062, 0.9755927324295044, 0.9954724907875061]",embarrassment,0.9954724907875061
