labels,text,prob_emotion,emotion
joy,When I heard that I had achieved a place in form I. ,"[0.07137395720928907, 0.02230984422688683, 0.15356794403245053, 0.26357721661527955, 0.924213429292043, 0.07335078250616789, 0.06400063602874677]",joy
fear,When I first came to the UNZA I did not know the kind of people I would find here and the kind of behaviour they would have towards me. ,"[0.5687602733572323, 0.3998346539835135, 0.7832618951797485, 0.6163025150696437, 0.0996965249069035, 0.24291737750172615, 0.5976173654198647]",fear
anger,I had gone home for a week-end and when I came back I found that my clothes and my bedding had been stolen. ,"[0.9216913531223934, 0.8892041097084682, 0.9398495306571324, 0.9096821198860805, 0.1438150650744016, 0.9318770567576091, 0.911887173851331]",fear
sadness,When my father passed away. ,"[0.6857884029547374, 0.6757288041214149, 0.7984813054402669, 0.8268603359659512, 0.43472625835177797, 0.9619756788015366, 0.7227318286895752]",sadness
disgust,Someone stole a K note and the teacher thought that it was me when I was not responsible for the theft. ,"[0.8824130197366078, 0.7718770454327266, 0.9048807471990585, 0.9385768870512645, 0.1327403544758757, 0.8193458244204521, 0.9177266607681911]",guilt
shame,When I failed the grade seven exams. ,"[0.79905071357886, 0.7828847890098889, 0.8418868134419124, 0.8584632774194081, 0.07643067076181372, 0.9055319577455521, 0.9075125058492024]",shame
guilt,"One day my mother went to visit her friends. When she came back she scolded me for not having kept the house in order, so I decided not to talk to her. ","[0.9427120834589005, 0.8512824326753616, 0.8575669924418132, 0.9047521253426869, 0.35802118162003654, 0.504477479805549, 0.9365727504094441]",anger
joy,When I saw my family after a separation of one year. ,"[0.07474700889239709, 0.024123622803017497, 0.37216293439269066, 0.3298096992075443, 0.827073020239671, 0.3662905937526375, 0.1442999873155107]",joy
fear,When my little sister was sick at home and I thought that she would die. ,"[0.45183591513584054, 0.30796362832188606, 0.9883775413036346, 0.8834708655873935, 0.5228741445171181, 0.9781956573327382, 0.41757544937233126]",fear
anger,When I found out that my sister had been playing with my confidential things which she had taken from my hand-bag. ,"[0.926894595225652, 0.873442995051543, 0.9128721853097279, 0.9399532278378804, 0.2623056502973971, 0.8192891677220662, 0.9392996778090794]",guilt
sadness,When one of my best friends commited siucide during these holidays. ,"[0.692726731300354, 0.7333577970663707, 0.8420445720354717, 0.7707726458708446, 0.07332494524598587, 0.9175230115652084, 0.6567484686772029]",sadness
disgust,I am disgusted at the number of second year students who are pregnant illegitimately. ,"[0.9315598209698994, 0.9896724373102188, 0.7095236418147882, 0.8139372722556193, 0.2658064866409404, 0.13900798357402283, 0.9832993348439534]",disgust
shame,When I got very low marks in one of the assignments. ,"[0.8019642035166423, 0.7847359043856461, 0.852979302406311, 0.8256573577721913, 0.07697370295257618, 0.8742320413390796, 0.918395961324374]",shame
guilt,When my aunt went out of her way to help me out with my financial problems. ,"[0.1488595586270094, 0.032004917273297906, 0.17289244631926218, 0.3702255419145028, 0.8758806859453518, 0.2804008234137048, 0.0730510453771179]",joy
joy,"When I fell in love with ""X"". Overnight I felt confidence, self-esteem, responsible and worthwhile. ","[0.0006521549172854673, 0.0013099030305359822, 0.001136457700340543, 0.1257726220477101, 0.8768799404303234, 0.0006904965460610886, 0.0064861125574680045]",joy
fear,When a thunder belt hit the roof top of the building I was in. ,"[0.6944251904884975, 0.46311873818437255, 0.9369025876124699, 0.5182339623570442, 0.5262711090035737, 0.43380208375553286, 0.33591577783226967]",fear
anger,"When my room-mate locked me out deliberately, before an exam due at hours. ","[0.9571636120478313, 0.899621178706487, 0.9443041731913884, 0.9138938188552856, 0.21189353032968938, 0.9068291584650676, 0.8938631663719814]",anger
sadness,"When my friends died one after the other. The first died in a car accident and the second one recently, due to an illness. ","[0.6428965603311856, 0.6646385466059048, 0.8396208087603252, 0.8121147006750107, 0.17017467218101956, 0.9701553682486217, 0.6757471123710275]",sadness
disgust,When my cousin put feaces in my washing. A silly idea which was meant to be a joke. ,"[0.8667978197336197, 0.8681838189562161, 0.8819688111543655, 0.8094129264354706, 0.0898395711556077, 0.6240430710216363, 0.882772112886111]",shame
shame,Getting drunk and creating a lot of trouble at a place I respect - my friend's home. ,"[0.9642231563727062, 0.939642568429311, 0.7586408803860347, 0.9307105292876561, 0.10058759820337097, 0.24598499077061814, 0.9332593083381653]",anger
guilt,When I took a small boy's share of choclale. He was our guest and so had been given a larger share of the sweets. ,"[0.6473213111360867, 0.5371555661161741, 0.5090713649988174, 0.7599596381187439, 0.43766898227234685, 0.43549453715483344, 0.5620906700690587]",guilt
joy,The day I got a telegram telling me that I had been selected for a B. A at UNZA. I felt happy because I had not expected to be selected. ,"[0.001108794667137166, 0.006974884701776318, 0.04148957660557547, 0.1389789848617511, 0.955482433239619, 0.0009657594782765955, 0.041789529743255116]",joy
fear,The day I encountered a queer mamba face to face in a chunk of leaves behind our house. ,"[0.8166943142811458, 0.7435199742515881, 0.9058914432923, 0.6144087389111519, 0.5360214784741402, 0.55114604656895, 0.6547747229536374]",fear
anger,When my friends tried to discriminate against my friendship with certain other friends which they thought was improper. ,"[0.8297331978877385, 0.7689876382549603, 0.6725792412956555, 0.7619473735491435, 0.229267043992877, 0.6630575961122911, 0.8224299947420757]",anger
sadness,The day my teacher of Latin and French died. ,"[0.649920642375946, 0.6077681581179301, 0.7626485526561737, 0.771237850189209, 0.46151381521485746, 0.9662149051825206, 0.6349024275938671]",sadness
disgust,The day I went to eat dinner in the dinning hall and found a dead fly in my gravy. ,"[0.9389083633820217, 0.9484611749649048, 0.947570835550626, 0.9043012311061223, 0.1266661734941105, 0.8573813761274021, 0.9420367081960042]",disgust
shame,I felt ashamed of myself the first time I drank as nobody in the family drinks. I felt that I had let down my parents and my friends. ,"[0.172982402301083, 0.8886911968390148, 0.31557113537564874, 0.9493378748496373, 0.04994706217500303, 0.754938343539834, 0.9873714844385784]",shame
guilt,The day I came home drunk after having attended a disco party. ,"[0.39782988714675105, 0.44185848285754525, 0.37630355296035606, 0.8480250164866447, 0.48461444924275077, 0.12271115044131875, 0.8104557543992996]",guilt
joy,I was very happy when I received the year end results as I was worried about how well I had done. I was very happy to know that I had passed. ,"[0.008814944342399638, 0.025149622447012614, 0.7172601864440367, 0.2704808821047967, 0.9780000348885853, 0.009036308445502073, 0.09443921023436512]",joy
fear,"I was caught doing something I was not supposed to do. I did something with the person who caught me (bribe) and even though he promised not to report me, I am still frightened. ","[0.004739654269845535, 0.09379084683799496, 0.9925334602594376, 0.7693860133488972, 0.05430784981823914, 0.05489911186547639, 0.11441926242938887]",fear
anger,I told my friend something confidential which was supposed to remain between the two of us. The next thing that happened was that a girl who is not even close to us came laughing and askad me to tell her about it. I was very angry with my friend as I had trusted her. ,"[0.9927826275428135, 0.8307588597138722, 0.09169346381289263, 0.9413122087717056, 0.2506351931175838, 0.153847677516751, 0.5909449302901824]",anger
sadness,I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother. ,"[0.0033837178149648635, 0.08521977215423249, 0.2021584385074675, 0.2993457121774554, 0.23525504970166367, 0.9770547747612, 0.23071702228238186]",sadness
disgust,"When thieves broke into our house, I was disgusted by their behaviour. They did not find anything so they broke things like the windows, glasses etc. ","[0.972640186548233, 0.9705191651980083, 0.3822922448938092, 0.6880605562279623, 0.12820406538958196, 0.08920806405755381, 0.9603926539421082]",anger
shame,When I bribed the person who caught me doing something I was not supposed to have done. I was very ashamed of what I had done. ,"[0.1083309033807988, 0.8483323976397514, 0.36919987946748734, 0.87985568617781, 0.29528304347089335, 0.6778040289257963, 0.9850385387738545]",shame
guilt,"I was caught doing something bad and I bribed the person who caught me. Later I felt very bad, maybe I should have paid for my bad behaviour. ","[0.1404154315047587, 0.7633640319108963, 0.5522434469312429, 0.9557383954524994, 0.21780621444001252, 0.8230431787669659, 0.9048971732457478]",guilt
joy,When I received a positive answer from my appeal to withdraw my registration at UNZA. ,"[0.29816845928629243, 0.21567479583124322, 0.2938538535187642, 0.3768698498606682, 0.8613813916842143, 0.35649413987994194, 0.3910639161864916]",joy
fear,I was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us. However another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road. ,"[0.7463231732447941, 0.6277921771009762, 0.8679071416457493, 0.8187355895837147, 0.055412182196353875, 0.7529043306907017, 0.6854622165362041]",fear
anger,"I was asked to stop studying economics, a field which interested me, by my employers. ","[0.7639771799246471, 0.6063516133775314, 0.629808098077774, 0.681262915333112, 0.08781997595603268, 0.7670420904954274, 0.6925674776236217]",sadness
sadness,When I learnt of the death of a friend. ,"[0.655521218975385, 0.6739400687317054, 0.8121559470891953, 0.7492908450464408, 0.42581696653117734, 0.9603542288144429, 0.6710991710424423]",sadness
disgust,"When I learnt that my offer to study at the university had been withdrawn and so I would not get hostel accomodation at UNZA, even though I registered as a student later. ","[0.8078352709611256, 0.7521343318124611, 0.8548061847686768, 0.6525219082832336, 0.11157054286256123, 0.9063104862968128, 0.812689870595932]",sadness
shame,My love proposal was turned down by a lady I really loved. ,"[0.8501618802547455, 0.6490577276175221, 0.7695863445599873, 0.8428865522146225, 0.33987863656754297, 0.9651254961887996, 0.8640619764725368]",sadness
guilt,"I came across a blind man sitting in one of the corridors and asking for money, though I had some money I did not give him anything. ","[0.44460732489824295, 0.5546380343536536, 0.5607755817472935, 0.7560217405358951, 0.3063624355321129, 0.6697786375880241, 0.5445609490076702]",guilt
joy,When I first came to the campus. ,"[0.32206175848841667, 0.14407560508698225, 0.7009375840425491, 0.435937208433946, 0.7012338315447171, 0.33146765579779947, 0.31349842126170796]",joy
fear,When I was confronted by a policeman one night around o'clock. I was afraid when they threatened to take me and my girl to the gallows. ,"[0.002294717140709205, 0.08315994571118306, 0.9863818685213726, 0.3552518131521841, 0.3414549126658433, 0.04246466531185433, 0.07077180625249943]",fear
