labels,text,emotion,probs_synonyms
fear,Before I had a tooth pulled out. I was very upset and ill. ,disgust,"[0.9227005243301392, 0.9177810549736023, 0.9079474210739136, 0.7686651349067688, 0.9244789481163025, 0.8697417378425598]"
anger,When the Real Madrid football team lost against the inter in the U. E. F. A cup. ,sadness,"[0.8713846206665039, 0.8975092768669128, 0.6937341094017029, 0.7556231617927551, 0.6800752282142639, 0.9117350578308105]"
sadness,When my dog died. I had reared it for nearly three years. It had been ill for several days and had not eaten anything. One morning I found it dead. ,sadness,"[0.9826717376708984, 0.9228760004043579, 0.9748740792274475, 0.9783176183700562, 0.8204861879348755, 0.8167690634727478]"
disgust,"On a trip to Santander a child sitting beside me fell ill and started to vomit, seeing this made me feel very bad. ",sadness,"[0.9175467491149902, 0.270612508058548, 0.06450344622135162, 0.18668654561042786, 0.9392662048339844, 0.9254018664360046]"
shame,I fell down in the bus when it braked suddenly and everybody started looking at me. ,shame,"[0.957449197769165, 0.9706060290336609, 0.9816523194313049, 0.9282563328742981, 0.8937687873840332, 0.8530045747756958]"
guilt,"When I finished a test type of exam and did not dare to answer any question, I doubted whether I would pass the exam or not. ",fear,"[0.43241754174232483, 0.7454894185066223, 0.7942885756492615, 0.38987109065055847, 0.5754094123840332, 0.5547897219657898]"
joy,"When I was back home after a long time, meeting beloved people and close friends. ",guilt,"[0.9571318626403809, 0.4724995791912079, 0.9689731597900391, 0.8277652859687805, 0.9681371450424194, 0.8510788679122925]"
disgust,When I heard about the treatment of a friend in jail. Really inhuman. I never realised that such things also happen in the Netherlands. ,sadness,"[0.983920156955719, 0.906326949596405, 0.7250415682792664, 0.8717713952064514, 0.9907259941101074, 0.9894730448722839]"
shame,I cannot remember a situation in which I felt ashamed. I was eating with some people and a little boy I took care of. I warned him often not to knock down his glass of mild. When I took out his chair I knocked down my own glass. ,guilt,"[0.14801025390625, 0.16158978641033173, 0.2331593781709671, 0.06855694949626923, 0.22828085720539093, 0.25872641801834106]"
guilt,My mother always took my side. That brought about quarrels with my father. I knew she didn't like that and I felt very sorry for that. ,sadness,"[0.971123456954956, 0.9213994145393372, 0.9559682607650757, 0.5374233722686768, 0.8017233610153198, 0.9946297407150269]"
joy,"When on holiday in Greece I called my best friend, she told me she passed the examinations and that she had been admitted to the study for speech therapy. ",joy,"[0.9417059421539307, 0.9182789921760559, 0.90743088722229, 0.871059238910675, 0.9664612412452698, 0.8184453248977661]"
fear,"Together with a little brother I biked on a lonely road in the Polder. Then we were annoyed by a boy on a motorbike he took over, stopped, took over, etc. Then we saw he had something in his hand, we turned until we came across a man, who accompanied us. ",sadness,"[0.6773721575737, 0.3572594225406647, 0.8499203324317932, 0.28363236784935, 0.5006384253501892, 0.606614887714386]"
anger,We lived with persons in the loft of a house. It often occurred that other persons again and again climbed the stairs with much noise. When I was studying I couldn't concentrate and got angry. ,anger,"[0.9947476983070374, 0.9818248152732849, 0.8481356501579285, 0.8248296976089478, 0.8029472827911377, 0.9890376925468445]"
sadness,"I partly colored my hair black. My mother didn't like it and reproached me to be a ""subversive element"". Later on she stated that this was due to my friends. As I see it, this all resulted from colouring my hair. ",shame,"[0.6208332180976868, 0.9394275546073914, 0.45194363594055176, 0.593950092792511, 0.04388989880681038, 0.2586534917354584]"
disgust,"I was shopping in Utrecht with friends, we also ate some chips and snacks in a snackbar, then we saw a shabby fellow. He took a cold half eaten croquette (a snack) from a rubbish bin and eat it. ",anger,"[0.8208688497543335, 0.5542845726013184, 0.6429176926612854, 0.7615694403648376, 0.8725181221961975, 0.750765323638916]"
shame,I had subscribed for this test. We were informed by our secretary where the test took place. We went over there and thought there was a course. So we went back again I felt ashamed that the secretary again should see me. ,shame,"[0.9941171407699585, 0.9906354546546936, 0.9936908483505249, 0.966140866279602, 0.9676644802093506, 0.9543703198432922]"
guilt,"I was out with a friend in a place where it was very, very busy. When we wanted to go I bumped a person, who dropped his glass beer I offered a new one but he didn't accept it. ",guilt,"[0.9268845319747925, 0.9724375605583191, 0.9780477285385132, 0.885585367679596, 0.8908165097236633, 0.8803818821907043]"
joy,"It appeared that I gave correct answers to all questions during an examination of personality while I thought I performed very badly. Even now, I don't know how I managed it. ",shame,"[0.14404217898845673, 0.34324437379837036, 0.09927036613225937, 0.21301943063735962, 0.3188476264476776, 0.15018600225448608]"
fear,"My father was very angry with me, and I locked me up in the shower. Then my father knocked his fist through the door, I was scared to death. ",fear,"[0.9946156144142151, 0.9901858568191528, 0.9874758124351501, 0.9941153526306152, 0.9894222617149353, 0.9940152764320374]"
anger,"My sister borrowed some LP records for a party. She had left them in the car on curatao. Due to the heat they were crooked, so I couldn't play them again. ",guilt,"[0.7185917496681213, 0.9321619272232056, 0.5114262700080872, 0.718004047870636, 0.35825467109680176, 0.9291470646858215]"
sadness,"When my grandmother died, her life was heavy and her last hours were terrible. ",sadness,"[0.9879761338233948, 0.9868786931037903, 0.9748854041099548, 0.983599066734314, 0.7794318199157715, 0.9342436194419861]"
disgust,"When I watched TV and saw a performance of ""Prince"" (a popidol). Disgusting he'd better be a stallion. ",disgust,"[0.9971436858177185, 0.9906591176986694, 0.9471893310546875, 0.9764530062675476, 0.9941843152046204, 0.9948220252990723]"
shame,We had arranged a beach party with people. There my father got drunk I felt very ashamed. ,shame,"[0.9960666298866272, 0.9946084022521973, 0.9956509470939636, 0.9862695336341858, 0.9744746088981628, 0.967121958732605]"
guilt,When I flew out to my mother and made rude remarks because I felt so tense (studied too hard for an examination). ,anger,"[0.615153968334198, 0.9008776545524597, 0.5938039422035217, 0.7294887900352478, 0.7893431186676025, 0.7654412388801575]"
joy,"Unofficially I was informed about my results of the final examination of the secondary school. A teacher wrote them up for me. When I went outside, I started crying with joy. ",joy,"[0.9957168698310852, 0.8770474195480347, 0.9886930584907532, 0.8974536657333374, 0.9945229291915894, 0.7061746716499329]"
fear,"I am thinking about death, the eternal of it, the unknown, the sense of being here. Often, laying in bed in the dark and quiet, the fear makes me feel dizzy. ",fear,"[0.9972471594810486, 0.960240364074707, 0.9725789427757263, 0.9781785607337952, 0.9856346249580383, 0.9917234778404236]"
anger,"If they force me to eat something I don't like. For example, my parents always twaddle and whine, when I don't eat all the food. ",anger,"[0.8291324973106384, 0.9645386338233948, 0.45645034313201904, 0.8882993459701538, 0.4700881242752075, 0.9759383797645569]"
sadness,"I had to leave Den Helder and all friends and acquaintences, after having spend two weeks there with my friends. ",sadness,"[0.9633411169052124, 0.9526717066764832, 0.9042928218841553, 0.9385384917259216, 0.8510467410087585, 0.6910375356674194]"
disgust,"Being on view in a meat-factory. Pigs being cut open, pigs being suspended from nods, blood everywhere, decompsition. ",disgust,"[0.9000918865203857, 0.8708722591400146, 0.7929012179374695, 0.9681380987167358, 0.9299882054328918, 0.9075269103050232]"
shame,"When I have suffered a terrible fit of eating, that frequently occurs. Then I eat everything, I act like a glutton I eat big amounts of food, sometimes even half a loaf. ",guilt,"[0.09568773210048676, 0.2932053804397583, 0.41564854979515076, 0.28530386090278625, 0.2823953628540039, 0.38746315240859985]"
guilt,When my father (physically handicapped) asks me to do something and I raise several objections. Often I can fix it in few moments. ,disgust,"[0.1636623740196228, 0.4536210000514984, 0.4039727747440338, 0.275162011384964, 0.5415465831756592, 0.047777093946933746]"
joy,When the parents of my girlfriend gave permission to spend our holiday together. ,joy,"[0.8517253398895264, 0.8269839286804199, 0.8772785067558289, 0.8043891191482544, 0.9221518635749817, 0.9259529709815979]"
fear,When the relationship with my first girlfriend broke up and I realized it too late. ,sadness,"[0.849591851234436, 0.7905216813087463, 0.764484703540802, 0.6883257627487183, 0.8139272928237915, 0.9035446643829346]"
anger,Someone who always took care for the key of the sportshall stayed away without letting us know. Next time he did as if nothing had happened. ,anger,"[0.6071513891220093, 0.838802695274353, 0.2765522301197052, 0.6090224981307983, 0.4262695014476776, 0.855143129825592]"
sadness,When my last relation broke up. ,sadness,"[0.9552561640739441, 0.9700781106948853, 0.9337767958641052, 0.9417662620544434, 0.9285094141960144, 0.8405665755271912]"
disgust,"When working in a chemical laundry, I saw rats and maggots in the washing. ",disgust,"[0.9566639065742493, 0.8781838417053223, 0.6799541711807251, 0.9389378428459167, 0.976267397403717, 0.9320154786109924]"
shame,When I forgot the birthday of my best friend and I innocently came to visit her one week later. ,guilt,"[0.8486215472221375, 0.8481399416923523, 0.8930616974830627, 0.7469295263290405, 0.8301455974578857, 0.6914867758750916]"
guilt,"When I made love with a girl, which I don't really love. However I know that she loves me. ",guilt,"[0.5595445036888123, 0.8002511858940125, 0.6363837122917175, 0.35791435837745667, 0.8351910710334778, 0.6771921515464783]"
joy,When I passed the driving test (on the second try). ,joy,"[0.9503546953201294, 0.9752711057662964, 0.9566947817802429, 0.8656415939331055, 0.9628483057022095, 0.7787699103355408]"
fear,"I was walking in the wood at night with my boyfriend. Very romantic. Suddenly I heard a car driving very slowly with the lights out, it looked as if they were looking for something. ",fear,"[0.6994132995605469, 0.3197101056575775, 0.751847505569458, 0.22658704221248627, 0.4014001190662384, 0.8134679198265076]"
anger,I am a teacher in arts and crafts (boys from - years). for them it is obligatory and they dislike it. They tease me. When one of them cut up some material I flared up. ,sadness,"[0.9821917414665222, 0.9874333739280701, 0.8668966889381409, 0.88392573595047, 0.8288783431053162, 0.9919356107711792]"
sadness,My sister was in coma for months (due to a train accident). Now her brainfunctions are disturbed. She will never be able to walk and she can hardly talk. ,sadness,"[0.9546181559562683, 0.903407871723175, 0.8885279893875122, 0.9312652945518494, 0.7116519808769226, 0.6863200068473816]"
disgust,I lived together with my boyfriend. One night he stayed away and next day he told me that he had chat up with another girl. ,guilt,"[0.8084562420845032, 0.38905173540115356, 0.8057578206062317, 0.12599723041057587, 0.894351065158844, 0.6348373293876648]"
shame,"I talk too much, cannot keep things secret. I promised a friend not to tell something to anybody. Neverthless, I did, and she got informed about it. I felt very ashamed. ",shame,"[0.9972499012947083, 0.9958152174949646, 0.9963929057121277, 0.9881566166877747, 0.974324643611908, 0.9445424675941467]"
guilt,My parents appreciate very much me and my boyfriend coming and have dinner with them at Christmas. However we decided to visit his parents. My mother was rather disappointed. ,guilt,"[0.40281152725219727, 0.771185576915741, 0.4759874641895294, 0.2261931300163269, 0.7771447896957397, 0.8605449199676514]"
joy,"When I started a relation with a girl, with whom I have fallen in love already some time ago. ",joy,"[0.9019715785980225, 0.5271258354187012, 0.9316269159317017, 0.7499474883079529, 0.9603427052497864, 0.6600598096847534]"
