labels,text,feels_s,prob_feels_s,prob_max
sadness,My brother in law was dying of cancer. To see him wasting away was very sad. ,sadness,"[0.06662823213264346, 0.31793080052981776, 0.7533757537603378, 0.8162311812241873, 0.004367728300470238, 0.9829642474651337, 0.6828525563081106]",0.9829642474651337
disgust,Disgust at myself when I stroked a sleeping girl's private parts. ,shame,"[0.769507626692454, 0.9875465432802836, 0.6109576473633448, 0.9906725386778513, 0.0016075684494959812, 0.6259058763583502, 0.9969012439250946]",0.9969012439250946
shame,My son was apprehended for shoplifting at the age of . Because I too had been apprehended at the same age I felt the shame of not having been able to prevent my son from acting in the same way. ,shame,"[0.17533657342816392, 0.9142750402291616, 0.6008447011311849, 0.9924173752466837, 0.0011893623692837234, 0.7934785385926565, 0.9952861666679382]",0.9952861666679382
guilt,I removed an article of clothing belonging to my employer while in a position of trust. ,guilt,"[0.7241623997688293, 0.48058806359767914, 0.43643491466840106, 0.9605041642983755, 0.031764519051648676, 0.41085875034332275, 0.7757218182086945]",0.9605041642983755
joy,When we took out an year old woman for the evening and had hamburgers. She described the evening out as her happiest night out in years. ,joy,"[0.01135085573575149, 0.014153081574477255, 0.2728098902152851, 0.22551279976808777, 0.9527608354886373, 0.2709786387470861, 0.02527971816016361]",0.9527608354886373
fear,"While tramping on a narrow path two of us were confronted by a woman with two snarling dogs, demanding we get off the property - via a flooded river ! ",anger,"[0.9682292838891348, 0.7941575696070989, 0.7857034703095754, 0.5886484968165556, 0.07240211913206925, 0.28998908773064613, 0.5116134025156498]",0.9682292838891348
anger,"A friend got angry and drove ""like a lunatic"" with me and others in his car. I was angry about his dangerous driving. ",anger,"[0.9841790099938711, 0.630211296180884, 0.6919119954109192, 0.6622733150919279, 0.04171651784175386, 0.2751797766735156, 0.4508672319352627]",0.9841790099938711
sadness,A boy I look after for the probation service deliberately offended to provoke a reaction from the police. ,anger,"[0.9124603470166525, 0.631399596730868, 0.548694965740045, 0.6134841504196326, 0.31887861092885333, 0.36159812783201534, 0.2849271856248379]",0.9124603470166525
disgust,"-letter words on a TV programme (Roche) while we were entertaining ""conservative"" relations who wanted to see the first episode. ",anger,"[0.768986701965332, 0.5309518178304037, 0.6076042453447977, 0.6182781557242075, 0.18418553036948046, 0.2244645692408085, 0.3769370565811793]",0.768986701965332
shame,A young visitor to the house stole money from an elderly visitor's purse. It wasn't noticed for some hours. ,anger,"[0.7873135606447855, 0.5725241104761759, 0.7070046663284302, 0.6665304203828176, 0.15821740335862464, 0.6558363437652588, 0.6308011263608932]",0.7873135606447855
guilt,I had to leave an important function early because of family commitments. Someone else had to complete my job. ,sadness,"[0.7375640372435252, 0.3887062321106593, 0.6756736387809118, 0.6421816051006317, 0.11580983052651088, 0.7908191482226054, 0.5792263348897299]",0.7908191482226054
joy,I was seriously injured in a road accident. The very first steps I took with only one crutch to support me I felt so good. I enjoy being alive. ,joy,"[0.027152306846498202, 0.0038576393756860248, 0.04378171397062639, 0.47706059692427516, 0.989234040180842, 0.005423543509095907, 0.14909962031136578]",0.989234040180842
fear,"I was attacked, standing in a doorway, by a pack of dogs, alsatians and farm dogs with my escape route blocked by a shut fence. ",fear,"[0.9448708295822144, 0.8098882138729095, 0.9886206984519958, 0.7659226655960083, 0.06661553532467224, 0.6328776441514492, 0.7209689517815908]",0.9886206984519958
anger,"In the house where I live there is a new flatmate. His friends unfortunately are the dirt of society, intelligent, fashonable, rich and bored. At a party recently they were doing things I didn't like done in my house. I felt angry at them. ",anger,"[0.9948209524154663, 0.8480255256096522, 0.37506406381726265, 0.6594016626477242, 0.07007538604860504, 0.3502872946361701, 0.6540206025044123]",0.9948209524154663
sadness,I was driving near my girlfriend's house and I decided to keep going because it was late and I would be back in the next few days anyway. The next day she was killed in a road accident. ,fear,"[0.7987355490525564, 0.5619505184392134, 0.9143805205821991, 0.9030435184637705, 0.0025507897031881535, 0.907040407260259, 0.6646846532821655]",0.9143805205821991
disgust,My girlfriend came home after a business dinner at the most expensive place in town drunk as a skunk. Whats more she drove home and couldn't remember doing so. I was disgusted by her state and her actions. ,anger,"[0.9929102460543314, 0.9300457139809927, 0.8127440214157104, 0.8098853180805842, 0.014002332386250297, 0.7078887373209, 0.972802072763443]",0.9929102460543314
shame,A good friend of mine told me in comfidence that once he had tried to commit suicide. To meet him you wouldn't think so. I told another friend of mine about this when she was feeling depressed about her twin brother's suicide. I broke a bond of confidentiality. ,sadness,"[0.24994570513566336, 0.11778698178629081, 0.37757741659879684, 0.4113188212116559, 0.03812543029198423, 0.7070410201946894, 0.2540796908239524]",0.7070410201946894
guilt,"When I was young I stole something from a shop and got caught, then I was taken to the police station and my parents had to come and get me. ",guilt,"[0.8850302795569102, 0.7896978656450907, 0.9382180074850718, 0.9861608346303304, 0.04388717821954439, 0.838224321603775, 0.9531439443429311]",0.9861608346303304
joy,"When I found out that a set task (i. e. essays and a test), the thought of which had oppressed me, were not on the date I had thought. ",fear,"[0.8751546641190847, 0.651074210802714, 0.9645968278249105, 0.9275332192579905, 0.08077756802473839, 0.8763340214888254, 0.779191662867864]",0.9645968278249105
fear,When confronted and in my opinion hassled by the police. ,anger,"[0.9580622712771097, 0.6051240215698878, 0.8705823322137197, 0.6805197248856226, 0.00836798939659881, 0.3993891701102257, 0.7747145394484202]",0.9580622712771097
disgust,"Disgust - no. Maybe it is more precise to say revultion at a worm or a snake. But I mean it in a social aspect when somebody had behaved like a scoundrel to you, when by his actions he has made you change your attitude towards him but I thing this feeling the way I meant it, is not typical for the people interrelations. ",disgust,"[0.7791362603505453, 0.8477685451507568, 0.26331709418445826, 0.5214988638957342, 0.00901197143442308, 0.17851319552088776, 0.7927972277005514]",0.8477685451507568
shame,When you betray the trust you have been given. This is connected with copying at a class-work at school. ,shame,"[0.798114558060964, 0.6661978363990784, 0.5253849426905314, 0.794459710518519, 0.00978448761937519, 0.3823620577653249, 0.8223848044872284]",0.8223848044872284
guilt,"When I have forgotten to warn somebody for something, or when I have forgotten to bring something I have been asked for. ",guilt,"[0.6934023598829905, 0.47616499414046604, 0.7204310099283854, 0.872603714466095, 0.005958557575164984, 0.7485881621638933, 0.6758672644694647]",0.872603714466095
joy,"When, for example, I was in my eleventh school year and I learned I had been classed for the Bulgarian Language and Literature National Olympiad. ",joy,"[0.29318801065286, 0.1543925575291117, 0.6235765740275383, 0.5985895444949468, 0.9637493789196014, 0.18664371967315674, 0.15144311264157295]",0.9637493789196014
fear,"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me. ",fear,"[0.0977700202104946, 0.21160530326111862, 0.986140122016271, 0.7236035143335661, 0.06319035807003577, 0.768383393685023, 0.23936780293782553]",0.986140122016271
anger,"When, for example, I was not approved to continue my studies at the Moscow University, no matter that I had the highest marks and in general the best records of all the candidates. ",anger,"[0.9571424722671509, 0.7633178979158401, 0.8491466442743937, 0.9016253550847372, 0.00453548845446979, 0.9137104948361715, 0.8965043822924296]",0.9571424722671509
sadness,"When, for example, I left for the first time my parents and I went to live in Sofia. ",joy,"[0.2628735949595769, 0.18244011575977007, 0.6443082069357237, 0.5879091173410416, 0.6660998264948527, 0.4529564678668976, 0.146838848789533]",0.6660998264948527
disgust,"When, for example, someone is calumnating. ",anger,"[0.7433406511942545, 0.6499066054821014, 0.4576941629250844, 0.6076578547557195, 0.2022876584281524, 0.25581601168960333, 0.7146564473708471]",0.7433406511942545
shame,"When, for example, I fail in my undertakings. ",guilt,"[0.7363910526037216, 0.6497654865185419, 0.7713048011064529, 0.9083252350489298, 0.002519634581403807, 0.8618956406911215, 0.8693366845448812]",0.9083252350489298
guilt,"For example, when I have promised something but I haven't fulfilled it. ",guilt,"[0.686955084403356, 0.4860582500696182, 0.5235585371653239, 0.9288183450698853, 0.006772690413830181, 0.675616572300593, 0.7317755619684855]",0.9288183450698853
joy,Some time ago a close relative of mine got off cheap with the worst. ,anger,"[0.8633588552474976, 0.4517549201846123, 0.4705504725376765, 0.42183984319369, 0.3558584228157997, 0.5575310240189234, 0.3929499809940656]",0.8633588552474976
fear,The last time I felt it was when I was coming home late at night. ,fear,"[0.47964392602443695, 0.24220539070665836, 0.7724077999591827, 0.6277185082435608, 0.38147446621830267, 0.6618751386801401, 0.18575875461101532]",0.7724077999591827
anger,I haven't often felt this feeling. Once someone stole my garment. ,shame,"[0.9087302188078562, 0.7572120775779089, 0.8742224872112274, 0.961090624332428, 0.23562314299245676, 0.8096130043268204, 0.9737757245699564]",0.9737757245699564
sadness,Recently I happened to remain alone for a long time. ,sadness,"[0.5190550337235132, 0.3358844667673111, 0.6445172876119614, 0.6984928548336029, 0.21946119392911592, 0.8529194096724192, 0.39286785821119946]",0.8529194096724192
disgust,I don't remember about a situation when I have experienced this feeling. Maybe it was when I saw a drunkard in the street. ,shame,"[0.925167183081309, 0.8626568814118704, 0.9069180488586426, 0.9364190002282461, 0.21090905523548523, 0.835322509209315, 0.9401545623938242]",0.9401545623938242
shame,I lied to my best friend and I wouldn't reform what I had done. ,guilt,"[0.9317703445752462, 0.7503755042950312, 0.7359063525994619, 0.9701161483923594, 0.049223006508934, 0.6997619519631068, 0.9428890943527222]",0.9701161483923594
guilt,It happens to me quite often. I can't describe a particular case. ,guilt,"[0.16877583662668863, 0.1045966986566782, 0.1497950181365013, 0.23477989683548608, 0.09444739405686657, 0.13654062151908875, 0.17037703904012838]",0.23477989683548608
joy,"Realizing one's desire, an experienced feeling of satisfaction from the realization of one's desires and aims. ",joy,"[0.0009217769159780195, 0.001121274884402131, 0.0013683924820118893, 0.025336029046836, 0.9398263494173685, 0.0010082281272237499, 0.00126772863829198]",0.9398263494173685
fear,"Fear of the loss of a close friend, of feeling the ground slipping from under my feet. ",fear,"[0.017740781283161294, 0.15017000900115818, 0.9971771339575449, 0.6221148868401846, 0.0007300883832310016, 0.7199064890543619, 0.2805197611451149]",0.9971771339575449
