labels,text,emo_s,prob_emo_s,prob_max
fear,"I was walking alone in the street late at night (. am). It was very quiet. Then a man approached me and said ""Hello"". ",shame,"[0.24181799466411272, 0.310087651014328, 0.38371288776397705, 0.39570633073647815, 0.2166901584714651, 0.2446383461356163, 0.44446277990937233]",0.44446277990937233
anger,"When, late at night, I discovered that they had stolen my bike. ",sadness,"[0.6155074586470922, 0.6080126365025839, 0.655630350112915, 0.6927734861771265, 0.010453585205444446, 0.7180970261494318, 0.4394543021917343]",0.7180970261494318
sadness,"When a friend, after being free of drugs for half a year, started using them again. ",guilt,"[0.4593358685572942, 0.4350312054157257, 0.45436044534047443, 0.6621755659580231, 0.022133346375388403, 0.557191344598929, 0.41616934289534885]",0.6621755659580231
disgust,"In a disco, there was a dirty little chap who punched my bottom. ",shame,"[0.5085206975539526, 0.6196862409512202, 0.3492961625258128, 0.587779792646567, 0.0055283865561553585, 0.19669756970445937, 0.6519880096117655]",0.6519880096117655
anger,When a friend who comes visiting me unexpectedly asks for coffee and I refuse to give him this. ,guilt,"[0.48268132905165356, 0.42935804774363834, 0.322973628838857, 0.5528604760766029, 0.015337403941278657, 0.3421299612770478, 0.3077228292822838]",0.5528604760766029
sadness,Watching a football game. This remindes me of the time when my father was still alive and when we watched football games on TV together. ,joy,"[0.2597998355825742, 0.12141188172002633, 0.11818158129851024, 0.6218100190162659, 0.6415643095970154, 0.38696164699892205, 0.40980953226486844]",0.6415643095970154
disgust,Seeing someone who has bleeding nose. ,sadness,"[0.3131745519737403, 0.4397952916721503, 0.42031292368968326, 0.25987087190151215, 0.10203132510650903, 0.5003409261504809, 0.30702932675679523]",0.5003409261504809
shame,Asking someone to give me back the money I once lend him because I needed it myself. ,guilt,"[0.38673534741004306, 0.20641271180162826, 0.2436162270605564, 0.7283859600623449, 0.02869327327546974, 0.28508253519733745, 0.23387366284926733]",0.7283859600623449
guilt,When I tell someone no. In other words when I refuse to do something although I could have helped him. ,guilt,"[0.6033476690451304, 0.5904553780953089, 0.47868814567724866, 0.7421235938866934, 0.0773125821724534, 0.6190877854824066, 0.493267501393954]",0.7421235938866934
joy,When I got a good grade for an exam in statistics. ,joy,"[0.026753042514125507, 0.029294287630667288, 0.021910655836109072, 0.23341693791250387, 0.8950882653395335, 0.013853357289917767, 0.03146586074338605]",0.8950882653395335
fear,"One night at three o'clock I was followed by a cardriver, who tried to molest me. ",fear,"[0.4509054943919182, 0.5433966716130575, 0.7015393277009329, 0.5704941848913828, 0.02011430056882091, 0.45024162670597434, 0.3886114110549291]",0.7015393277009329
anger,My father promised me a bicycle for my birthday. Just before my birthday he forgot he promised this to me. ,guilt,"[0.3412499787906806, 0.22278528660535812, 0.2622930097083251, 0.48220610866943997, 0.03248183898782978, 0.3783246222883463, 0.323442280292511]",0.48220610866943997
sadness,A younger brother of a good friend of mine died (asthma). ,sadness,"[0.19050268021722636, 0.3233148952325185, 0.3141715278228124, 0.3580718444039424, 0.005184775092250978, 0.7321866800387701, 0.23023496940732002]",0.7321866800387701
disgust,I read a book about torture. The book described exactly how the torturing was done. ,fear,"[0.2935347979267438, 0.44112253685792285, 0.5258234639962515, 0.4118413031101227, 0.1536707814472417, 0.20620194325844446, 0.2599503497282664]",0.5258234639962515
shame,I made a joke about the rat of a boy. I compared his rat with a sausage. I told the boy he had a delicious sausage. ,guilt,"[0.022235589063105483, 0.020796983696830768, 0.016094421967864037, 0.08561994166423877, 0.037828889675438404, 0.01150147570297122, 0.07715147648317118]",0.08561994166423877
guilt,After a courtship of three months I made an end to it. The boy was very sad about this. ,sadness,"[0.06792351758728425, 0.12645493758221468, 0.19268612191081047, 0.4775760620832443, 0.050547251536045223, 0.7641140172878901, 0.17878679744899273]",0.7641140172878901
joy,I had a very pleasant conversation with one of my friends. ,joy,"[0.009123575718452534, 0.009521452254072452, 0.019757299431754898, 0.25358759130661684, 0.8212345242500305, 0.009257054548167313, 0.25917030560473603]",0.8212345242500305
fear,I had a dream about my fiancTe leaving me and making an end to our relation. ,sadness,"[0.5711700767278671, 0.5437012662490209, 0.6782643049955368, 0.6311765760183334, 0.023031465912936255, 0.7911786039670309, 0.3997003734111786]",0.7911786039670309
anger,My bicycle was demolished. ,sadness,"[0.4773421287536621, 0.4774610499540965, 0.44305968284606934, 0.45820091913143796, 0.0026367937631827467, 0.6707637496292591, 0.39812060197194415]",0.6707637496292591
sadness,"During the funeral of my grandmother, when I saw my mother and other family members crying. ",sadness,"[0.17793925122047463, 0.26997586836417514, 0.2937270390490691, 0.5423174748818079, 0.0566427626957496, 0.8256984353065491, 0.2834734097123146]",0.8256984353065491
disgust,A fellow student who seemed very nice later on proved to be a slimy fellow towards a professor. ,guilt,"[0.38189775745073956, 0.49267010142405826, 0.4285338670015335, 0.7409781217575073, 0.02700382793166985, 0.3651268755396207, 0.573915163675944]",0.7409781217575073
shame,My father was very angry with another man in the presence of my friends. ,anger,"[0.8825535476207733, 0.43582921475172043, 0.3374251847465833, 0.5299829592307409, 0.04734150425065309, 0.24708346370607615, 0.34600624193747836]",0.8825535476207733
guilt,I once drank too much alcohol and became very ill. This was in the presence of my friends. ,guilt,"[0.3587506910165151, 0.4905172238747279, 0.5155831873416901, 0.7432217101256052, 0.056812341480205454, 0.4628776687507828, 0.3753771235545476]",0.7432217101256052
joy,This week I was phoned by an old friend with whom I lost contact a few years ago. ,guilt,"[0.18431900441646576, 0.21504242469867071, 0.18895522318780422, 0.49510486672321957, 0.3956625908613205, 0.1328547199567159, 0.37224039559563]",0.49510486672321957
fear,I was raped by a friend. ,guilt,"[0.08602374419569969, 0.23508437102039656, 0.23837227188050747, 0.2622915357351303, 0.0033339230528023713, 0.23153801739681512, 0.16488533529142538]",0.2622915357351303
anger,"Last year I had a friend visiting me for several days. The only thing he did was sleeping, drinking, taking pills and thinking only about himself. ",sadness,"[0.2477630339562893, 0.33499055604139966, 0.2758769989013672, 0.38578037917613983, 0.010952485346933827, 0.487971194088459, 0.31102704753478366]",0.487971194088459
anger,"My girlfriend does practice and therefore leaves me alone at night and in the weekend. In addition, she is very busy doing several things. So we don't see each other often. ",guilt,"[0.7663737138112386, 0.7179854611555735, 0.5794888685146967, 0.8045750061670939, 0.2998897135257721, 0.8025964697202047, 0.6977661599715551]",0.8045750061670939
sadness,"My father suddenly fell ill. He stayed for months in the hospital the last month on intensive care of the Academic Hospital, then he died. ",sadness,"[0.33836905906597775, 0.4866205304861069, 0.6223659118016561, 0.4824184601505597, 0.020369087850364547, 0.77838467558225, 0.26040132095416385]",0.77838467558225
disgust,"Bisshop Ter Schure intoduced himself on TV to the Dutch Nation. He spoke as if he was God himself, and didn't discuss the way he had achieved this position. ",guilt,"[0.23056099315484366, 0.17877615864078203, 0.18747112279136977, 0.43089301884174347, 0.12006591695050399, 0.10192545255025227, 0.08891548837224643]",0.43089301884174347
shame,After having failed my driving test. ,sadness,"[0.5470259835322698, 0.4955153514941533, 0.4838457902272542, 0.6076636910438538, 0.006131755537353456, 0.6380980163812637, 0.5438401103019714]",0.6380980163812637
guilt,"When I see that my mother forces my little brother ( years) to work very hard for school. I don't agree that she constantly puts him to work, but I don't tell it to her, so nothing changes. ",guilt,"[0.48692531138658524, 0.5064679483572642, 0.3905923788746198, 0.5991366306940714, 0.08893569651991129, 0.5932452281316122, 0.33496000121037167]",0.5991366306940714
joy,"I thought that someone was angry with me but, by hindsight, that didn't appear to be the case, he even liked me. ",guilt,"[0.5261242464184761, 0.16932058768967786, 0.5280055726567904, 0.6052083174387614, 0.12219205498695374, 0.316361166536808, 0.287980309377114]",0.6052083174387614
fear,"Once, late at night, I was biking home and overtook a man. He said to me ""Hello darling"" I was terrified and imagined the wildest scenes. ",fear,"[0.11831797907749812, 0.3324531881759564, 0.9471290906270345, 0.36764337370793027, 0.006654716242337599, 0.28823689247171086, 0.267571618159612]",0.9471290906270345
anger,"My parents thought that I didn't do my best to pass the final examination (secondary school). When I achieved a good grade they said nothing, but if I had had a bad grade they would have become very angry. ",anger,"[0.7262341578801473, 0.4877544442812602, 0.3733271583914757, 0.719256728887558, 0.17890316434204578, 0.35353458176056546, 0.4620131030678749]",0.7262341578801473
sadness,When I caused much pain and sorrow to my boyfriend by finishing our relationship. ,guilt,"[0.44585410753885907, 0.5564270416895548, 0.3530565102895101, 0.88787313302358, 0.010760755569208413, 0.7397434314092001, 0.4756820599238078]",0.88787313302358
disgust,"When I read about or think about environmental pollution, the armor race, starvation, etc. Then one realizes that mankind is bad, most important is power and money, at the cost of nature and mankind. ",disgust,"[0.5508698672056198, 0.7554545601209005, 0.5074199537436167, 0.7348103771607081, 0.01239357318263501, 0.5941845923662186, 0.5697386910518011]",0.7554545601209005
shame,When I imitated a teacher behind his back - walking very silly. ,guilt,"[0.2336076870560646, 0.1473884917795658, 0.13317560932288566, 0.6354633023341497, 0.20316186547279358, 0.08800699561834335, 0.38288451234499615]",0.6354633023341497
guilt,I told someone that I still had a relationship with a boy although it was finished already months before. That person seriously discussed several things relating that issue. Then I felt very miserable because I had told lies. ,guilt,"[0.527719629307588, 0.9024568100770315, 0.7766254047552744, 0.960420827070872, 0.0060021766791275395, 0.912758340438207, 0.8007412751515707]",0.960420827070872
joy,A meeting and a conversation with a woman (somewhat elder than me) who considers me as her child (she also has one child of her own). Last two years I lived with her (no relationship). ,guilt,"[0.0005668872812141975, 0.00040200306102633476, 0.0005946020998332339, 0.002656181090666602, 0.0015301855067567278, 0.00039178798518454033, 0.0006897671070570747]",0.002656181090666602
fear,"As a child I suffered of nightmares. Even since than, I have never been so anxious and fearful. ",fear,"[0.037868618577097855, 0.14109619380906224, 0.6278573423624039, 0.0989287036160628, 0.004168096813373268, 0.08047054056078196, 0.03274034165466825]",0.6278573423624039
anger,"When talking with my sister, she often ventilates prejudices, which my father also adheres. ",anger,"[0.589688797791799, 0.5068744917710623, 0.3799413765470187, 0.5039530446132024, 0.030880942242220044, 0.3768799851338069, 0.3085240920384725]",0.589688797791799
sadness,"I was in a hopeless situation in a dirty place. No study, no work, only loneliness. ",sadness,"[0.3259284620483716, 0.7724326848983765, 0.5405930603543917, 0.37085936839381856, 0.0017730799566682738, 0.9424192706743876, 0.456926167011261]",0.9424192706743876
