labels,text,emotion,prob_emotion
joy,I felt joy when I heard that I was accepted for the Free University in Driebergen. ,joy,"[0.0006411774666048586, 0.00044511782471090555, 0.0022469466435723006, 0.15508665799861773, 0.9616167187690735, 0.0005425629060482606, 0.006602207932155579]"
fear,When a good friend of me told me one evening that she didn't want to live anymore. ,sadness,"[0.36765758991241454, 0.42811753153800963, 0.6042529523372651, 0.6867070615291595, 0.1053693888708949, 0.9434312433004379, 0.5024529278278351]"
anger,"I felt anger when at the end of a telephone call, a good friend told me that she would go to travel next year with another good friend. We couldn't talk this out. ",anger,"[0.9256712198257446, 0.44364002645015715, 0.00538708264939487, 0.4028792264871299, 0.02405265339766629, 0.14870882430113852, 0.22200418955180795]"
sadness,I was very sad when I had to leave persons with whom I had a very intense relationship I also had to leave the environment which was part of this. ,sadness,"[0.0009140976355411113, 0.0013138323673047125, 0.009595460741547868, 0.4372199343517423, 0.1440712458686903, 0.9937240928411484, 0.17516322620213032]"
disgust,I felt disgust after watching a picture on television about torturing political prisoners in India (this happened in the India of Indira Ghandi). ,disgust,"[0.26273161768913267, 0.8582872569561004, 0.11867066267877817, 0.32977468334138393, 0.09178399194497615, 0.24710683844750747, 0.4537377066910267]"
shame,I made a very insulting remark against a person whom I care for very much. This event was caused by a third person who didn't like the person I insulted. ,shame,"[0.5778140068054199, 0.7007981181144715, 0.20913456082344056, 0.6712130904197693, 0.04617614015005529, 0.44256627559661865, 0.7453626394271851]"
guilt,I felt guilt towards my mother when I went to live on rooms in Nijmegen where I study. ,guilt,"[0.004089083615690469, 0.12146168779581785, 0.011229126248508692, 0.8746874690055847, 0.008243900688830763, 0.09561605239287019, 0.2098772332072258]"
joy,When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening. ,joy,"[0.008267739159055053, 0.0021088751847855745, 0.04121481976471841, 0.32533927373588084, 0.8742858290672302, 0.010170785477384925, 0.1506091495975852]"
fear,When I walk through streets late at night. This is because I and my friends were attacked one night without any reason for it. ,fear,"[0.4791987434029579, 0.5863274753093719, 0.9493809700012207, 0.8221490740776062, 0.008624403784051538, 0.5449390634894371, 0.5364264793694019]"
anger,When I got the feeling that I had to do all the housekeeping while my boyfriend didn't do anything. This happened in a period of exams when I had to study very hard. ,anger,"[0.6009895384311676, 0.4477412194013596, 0.30553335398435594, 0.5761736929416656, 0.007904714485630394, 0.4704116005450487, 0.43310468196868895]"
sadness,When my best friend got a boyfriend. Because of this a relationship of ten years was finished abruptely. ,sadness,"[0.6229917883872986, 0.4301836878061295, 0.4171068727970123, 0.756323492527008, 0.0603147204965353, 0.7638503313064575, 0.5172273933887481]"
disgust,I feel disgust when hearing or seeing other people being treated inhumanely. For example torturing in chili. ,disgust,"[0.2522346958518028, 0.816706296801567, 0.10619782265275717, 0.2974705887027085, 0.03430841883528046, 0.24500782531686127, 0.5353874400258064]"
shame,In my opinion guilt is a feeling which goes together with shame. Here then I refer to the situation of guilt. ,shame,"[0.038134599663317205, 0.652857779711485, 0.20360239259898663, 0.7318355053663254, 0.059464489482343195, 0.21029581781476736, 0.8332662940025329]"
guilt,When I became angry at my boyfriend without any reason. I know he cannot bear me being angry at him and that he can't study anymore then. ,anger,"[0.7117076873779297, 0.20191871970891953, 0.45131329298019407, 0.505558555573225, 0.03066125900950283, 0.008029289921978489, 0.42639641612768175]"
joy,The day I heard that I passed the high school exam. ,joy,"[0.051268553361296654, 0.012431244319304823, 0.04957690443843603, 0.368084854260087, 0.9388871550559997, 0.029714676085859537, 0.01933152787387371]"
fear,"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me. ",fear,"[0.8189957618713379, 0.8386358380317688, 0.9944037675857544, 0.9377392053604126, 0.4752543270587921, 0.9564556926488876, 0.8140080094337463]"
anger,We had to move to a very different city because the company where my father worked also moved to that place. It was very difficult for me to make new friends than. ,sadness,"[0.6104919075965881, 0.3919541299343109, 0.6493943095207214, 0.6955451488494873, 0.04771178457885981, 0.8213593810796738, 0.5288519144058228]"
sadness,A very close friend of mine died. I read it in the newspaper. I didn't know what to do and thought about it the whole day. ,sadness,"[0.06523640570230782, 0.06622804738581181, 0.7505609631538391, 0.801880419254303, 0.15774544126470574, 0.9866634160280228, 0.3859727613627911]"
disgust,A girl who also hires a room in the house where I live always tries to make a quarrel with everyone available she disgusts me. ,disgust,"[0.9672464847564697, 0.9916409254074097, 0.48636273145675657, 0.6416387736797333, 0.02140741692855954, 0.27537393756210804, 0.9351034760475159]"
shame,A teacher spent a lot of time helping me without wanting to be paid for it. For the exam I didn't got a good grade and I felt ashamed. ,shame,"[0.026806080900132655, 0.6977863848209381, 0.01851916084997356, 0.6949594169855118, 0.028723384079057723, 0.5458296816796064, 0.9665062904357911]"
guilt,I knew I had to take an exam very soon but yet I couldn't start studying. I also knew it was very imprtant to succeed the exam this time. ,fear,"[0.6312571465969086, 0.27713450565934183, 0.821198296546936, 0.7670157074928283, 0.2745967800728977, 0.5140077993273735, 0.4796508848667145]"
joy,"When Christmas holiday started, I felt very joyful when I finished my last exam. ",joy,"[0.0007904020370915532, 0.0005629690189380199, 0.0017762474133633077, 0.17905469060642645, 0.950180995464325, 0.0009101250470848754, 0.07901365096913651]"
fear,I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape. ,fear,"[0.4448104314506054, 0.676290225982666, 0.7718229949474334, 0.675606507062912, 0.03622404666384682, 0.6389842182397842, 0.488889092206955]"
anger,I was very angry at my father when he didn't give me as much money as my brother to use for studying. Once again my brother was better off then me. ,anger,"[0.947335958480835, 0.4967729240655899, 0.05221945205703378, 0.5739158287644386, 0.10680020048748702, 0.22478971688542515, 0.3958340138196945]"
sadness,When my gradmother died. I felt very sad then . . . The feeling started to be worse after a while. ,sadness,"[0.006140152271836996, 0.005658220034092665, 0.051807147450745106, 0.44612489752471446, 0.00816131008323282, 0.9734086692333221, 0.18767725192010404]"
disgust,When I ate a rotten apple. ,disgust,"[0.8555178761482238, 0.9634167909622192, 0.8686046242713928, 0.8839981317520141, 0.04732676558196545, 0.9552473574876785, 0.9132239699363709]"
shame,When I didn't meet an appointment I had made. The person phoned me but I thought of something (I told I was ill) so that I didn't have to go. ,guilt,"[0.598951232433319, 0.5277947664260865, 0.5618283867835998, 0.9317846655845642, 0.208914565294981, 0.7556342035531998, 0.8666423559188843]"
guilt,When I have to take exams I am very excited and have not much time for the housekeeping. Then my friend has to do everything. ,guilt,"[0.17701407414861023, 0.07862826061900705, 0.005890815146267414, 0.4126307155005634, 0.325016775354743, 0.0011057947558583692, 0.11435059243813157]"
joy,My boyfriend was playing with my cat. He was playing games with her and telling nice things to her. ,joy,"[0.010191305028274655, 0.004811177565716207, 0.07316717584617435, 0.4573605805635452, 0.8780082583427429, 0.012799596996046603, 0.2752697758376598]"
fear,When I slept for the first time all alone in the house where I live now. A man phoned me at . am. He wanted something from me. I was afraid. ,fear,"[0.001201760966796428, 0.1910634005907923, 0.9773313164710998, 0.4224784106016159, 0.12088055737549439, 0.007205255911685526, 0.17591419089585542]"
anger,My boyfriend told me that I had very high demands towards him. In my opinion this was wrong. ,anger,"[0.7153888285160065, 0.42311502397060397, 0.4081377863883972, 0.6946838080883027, 0.22370009273290634, 0.5034217461943626, 0.6329992949962616]"
sadness,"I hadn't been at my parent's place for a long time. When I went to visit them I had high expectations, but when I was there it was very different from what I expected. ",guilt,"[0.5215195000171662, 0.136629250459373, 0.32781129628419875, 0.6821118593215942, 0.12231458574533463, 0.5731832608580589, 0.3898410081863403]"
disgust,I read a story in the newspaper about butchers treating their animals very badly. They disgusted me. ,disgust,"[0.9668335437774658, 0.9863592743873596, 0.5967956900596618, 0.7310998976230622, 0.19027587831951678, 0.6276249177753925, 0.9538166284561157]"
shame,"I was eating in a very nice restaurant, when the servant asked whether I liked the food I told him that I liked it but that there was one thing which wasn't so good. The servant than worked very hard to make it good. ",joy,"[0.2882344715297222, 0.125541321747005, 0.19031324461102486, 0.5432567954063415, 0.5562874555587769, 0.23550453782081604, 0.29519030153751374]"
guilt,A few weeks ago I thought about an exam I had to take soon. I remembered this just before I had to go to sleep. I felt guilt because at the beginning of the year I planned to succeed. ,guilt,"[0.006222655135206878, 0.08663429147563875, 0.058380717411637306, 0.8400356888771057, 0.02391514996998012, 0.15226045809686184, 0.09462591484189034]"
joy,During my high school time I succeeded to play a concert of Mozart on the piano when I gave my first performance I succeeded to play it very well. ,joy,"[0.362850022315979, 0.05048905685544014, 0.24378494024276734, 0.49467289000749587, 0.9155674815177918, 0.3970830589532852, 0.1060935091227293]"
fear,"When a car ran into me. The moment that I felt on the street I thought ""This is my end, I am going to die"". ",fear,"[0.01940049109980464, 0.4013681337237358, 0.9773471236228943, 0.4918822944164276, 0.014866616448853166, 0.7848572880029678, 0.20602392130531372]"
anger,When our cat was killed in a car-accident I was very angry at the driver of the car because he didn't take enough care. ,anger,"[0.8281734615564347, 0.584861296415329, 0.10402172468602658, 0.6729271709918976, 0.1911275991005823, 0.03076389036141336, 0.26634218711405994]"
sadness,"There is a boy who I love very much. I asked him to have dinner with me, but he refused I don't know why he didn't go with me, but I felt very lonely. ",sadness,"[0.10636364594101906, 0.04858675773721188, 0.09762058621272444, 0.6162872970104217, 0.145132781076245, 0.9103571027517319, 0.22207483500242234]"
disgust,I saw a dog who was eating excrements. ,disgust,"[0.8329435110092163, 0.8880046010017395, 0.6898893594741822, 0.7517061948776245, 0.1063597198575735, 0.6774160265922546, 0.820354163646698]"
shame,During my Highschool time I was chairman of the student's comitee. In this function I once had to make a speech to a large audience and I was very nervous. After three sentences I forgot my text. ,fear,"[0.012402961030602455, 0.012887020874768496, 0.9077162504196167, 0.5328864492475986, 0.05425243119243532, 0.004553694394417107, 0.35289118587970736]"
guilt,"During a holiday in East-Germany I got aquainted with a boy who lived there. We started writing, but I only wrote once. I felt ashamed because I probably was one of his sparse contacts with western Europe. ",shame,"[0.011635185591876507, 0.6213542222976685, 0.2936883717775345, 0.8589347124099731, 0.0601000634720549, 0.7115111872553825, 0.9664150953292847]"
joy,When I saw a good friend again after not having seen her for a long time. ,joy,"[0.002203796640969813, 0.0008356624690350145, 0.031080260500311853, 0.3925525605678558, 0.8287469327449799, 0.04184453497873619, 0.21835275012999772]"
fear,When I slipped on a glazed frost road and a car almost ran into me. ,fear,"[0.8057273626327515, 0.7222155809402466, 0.9216287851333618, 0.8850899696350097, 0.10414918474853038, 0.902349516749382, 0.7737303256988526]"
