labels,text,emotion,prob_emotion
anger,I was neglected undeservedly. ,sadness,"[0.9680313467979431, 0.962863028049469, 0.6403377056121826, 0.8384431004524231, 0.010352417128160596, 0.9751219153404236, 0.8741130828857422]"
sadness,My grandmother died. ,sadness,"[0.6489659547805786, 0.7229870557785034, 0.6768534779548645, 0.7127598524093628, 0.0036777870263904333, 0.9211812615394592, 0.4143184721469879]"
disgust,A man was unfair to a girlfriend of mine. ,disgust,"[0.950434148311615, 0.9581009745597839, 0.6866174936294556, 0.9522088766098022, 0.015448089223355055, 0.9169481992721558, 0.7358279824256897]"
shame,I didn't offer my seat to a pregnant woman in the bus. ,guilt,"[0.7608742117881775, 0.7185245156288147, 0.5982170701026917, 0.9261402487754822, 0.017018298152834177, 0.66731858253479, 0.6763213872909546]"
guilt,I didn't attend lectures. ,anger,"[0.4016353487968445, 0.2990911602973938, 0.1719859540462494, 0.26611119508743286, 0.1416587457060814, 0.35571983456611633, 0.2857573330402374]"
joy,I felt joy when my two twin sisters were born. ,joy,"[0.0008350815623998642, 0.000747459998819977, 0.006167878396809101, 0.08483519405126572, 0.9926360249519348, 0.0006149336113594472, 0.0008544644224457443]"
fear,"The night before my wife had given birth to our twins. I felt fear in the hospital yard, I feared if everything was going to be in order. ",fear,"[0.0036023517604917288, 0.20518988370895386, 0.9929131865501404, 0.5729414224624634, 0.0005721978086512536, 0.14882536232471466, 0.003706572810187936]"
anger,"About a month ago the Regional Council refused to pay my wife the due maternity benefit, because of bureaucratic reasons. ",anger,"[0.9350820779800415, 0.9043740034103394, 0.763859212398529, 0.5982844233512878, 0.012031844584271312, 0.925948977470398, 0.6747305393218994]"
sadness,Some months ago my wife gave birth to twin sisters. She had no idea of looking after babies and she felt quite oppressed. The fact that I couldn't help her caused grief to me. ,sadness,"[0.018462007865309715, 0.32470136880874634, 0.3248412311077118, 0.7063779234886169, 0.0007652012573089451, 0.9861893057823181, 0.014745215885341167]"
disgust,"I feel disgust with some people when I see what they are capable of, including lack of any dignity, when trying to find a seat in the tram. ",disgust,"[0.3557584583759308, 0.9875872731208801, 0.025569062680006027, 0.5358473658561707, 0.0004639672552002594, 0.971336305141449, 0.27524590492248535]"
shame,Some days ago I had a car accident. It was quite slight but through my fault. I felt strong shame because I had the spirits of a good driver. ,shame,"[0.009847316890954971, 0.9747809171676636, 0.05776303634047508, 0.9751389026641846, 0.0008409468282479793, 0.895526111125946, 0.9903472661972046]"
guilt,Some days ago I had a slight car accident through my fault. ,guilt,"[0.8684067726135254, 0.8684976696968079, 0.8471950888633728, 0.9857383966445923, 0.005297130788676441, 0.8399911522865295, 0.8020479083061218]"
joy,The period when I was pregnant and when I gave birth to my son. I can say those were the happiest months in my life. ,joy,"[0.001865625730715692, 0.0010686630848795176, 0.028001509606838226, 0.7810561060905457, 0.9956161677837372, 0.0025909473188221455, 0.0014876419445499778]"
fear,A fear from the loss of a close friend as a result of his behavior. ,fear,"[0.0053001148626208305, 0.24463216960430145, 0.9960522055625916, 0.884864091873169, 0.0006746586877852678, 0.25103339552879333, 0.011242672801017761]"
anger,"When I encountered not only with my father's lack of understanding but also with his unwillingness to understand me as a parent, as far as things for which I (not he) have proves to be right are concerned. ",sadness,"[0.9555290937423706, 0.9456730484962463, 0.7818204760551453, 0.8537976741790771, 0.007414642255753279, 0.9652800559997559, 0.7536709308624268]"
sadness,From the fact that my husband and I are not in good terms. ,sadness,"[0.9216322302818298, 0.8165231943130493, 0.5769374370574951, 0.7798147201538086, 0.010651420569047332, 0.9782018661499023, 0.48110976815223694]"
disgust,"I was disgusted from a quarrel between two married people, in which the children were involved as accusers of one of the parents. ",disgust,"[0.9050816297531128, 0.9965468049049377, 0.2118484079837799, 0.9293478727340698, 0.0007304959581233561, 0.9832330346107483, 0.5338767766952515]"
shame,When I don't succeed to fulfill a promise. ,guilt,"[0.8751587867736816, 0.9100930690765381, 0.717908501625061, 0.9552829265594482, 0.004358630743809044, 0.9265944957733154, 0.7975692749023438]"
guilt,"When I am not able to fulfill any request of my son - can't take him out to ride his byke, because I am tired. ",sadness,"[0.9074125289916992, 0.8662635684013367, 0.6767120957374573, 0.9119080305099487, 0.0022560609504580498, 0.9253233671188354, 0.727759838104248]"
joy,I felt joy when I saw my daughter after a separation of twenty days. ,joy,"[0.0007506308029405773, 0.0006404906162060797, 0.00909842737019062, 0.028463594615459442, 0.9928348362445831, 0.0006711239693686366, 0.0006190640851855278]"
fear,"I felt fear when I sat for one of my exams. Though my fear was not quite justifiable, I still remember about it. ",fear,"[0.0018243672093376517, 0.0491226501762867, 0.9902157783508301, 0.7041840553283691, 0.000974128139205277, 0.008258739486336708, 0.0021061734296381474]"
anger,I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult. ,anger,"[0.9916433691978455, 0.9859868884086609, 0.01055583730340004, 0.8629534244537354, 0.001002592034637928, 0.9605329632759094, 0.1264609545469284]"
fear,A fear of lack of personal powers. ,fear,"[0.020788434892892838, 0.49619612097740173, 0.9866223931312561, 0.3981773555278778, 0.0009835300734266639, 0.2880963087081909, 0.04067108780145645]"
anger,"At an undeserved attitude toward a man, when human personality is not treated decently. ",anger,"[0.9760470390319824, 0.9508028030395508, 0.6467297673225403, 0.8494221568107605, 0.007156347972340882, 0.9735108613967896, 0.7750492095947266]"
sadness,At an irrevocable loss (with respect to human relations). ,sadness,"[0.8189781308174133, 0.9249322414398193, 0.9038567543029785, 0.6609142422676086, 0.0008574901730753481, 0.9716895818710327, 0.5241801738739014]"
disgust,"At an unworthy behaviour of a man, pettiness, stupidity and mostly at a philistinism. ",disgust,"[0.9926444292068481, 0.9931783676147461, 0.3240365982055664, 0.8915630578994751, 0.007562255428638309, 0.9875282645225525, 0.9431207180023193]"
shame,At a weakness on my part. ,guilt,"[0.7273430228233337, 0.29675716161727905, 0.571804940700531, 0.8936252593994141, 0.014334608800709248, 0.5487197637557983, 0.8416728377342224]"
guilt,When I don't justify the confidence of people that I respect. ,guilt,"[0.8438995480537415, 0.8878448605537415, 0.7211326956748962, 0.9741990566253662, 0.004297391977161169, 0.9243096113204956, 0.896963894367218]"
joy,When I was admitted to the University. ,joy,"[0.2895143926143646, 0.04174046590924263, 0.2106240838766098, 0.4140351414680481, 0.9169193208217621, 0.11550206691026688, 0.13938255608081818]"
fear,Because of a conflict with my parents there was a possibility to interrupt my studies. ,anger,"[0.9346465468406677, 0.8376610279083252, 0.8334532976150513, 0.8752971291542053, 0.07657652534544468, 0.8731842041015625, 0.5703777074813843]"
anger,I feel a strong anger when I am treated unjustly. ,disgust,"[0.896755039691925, 0.9269036650657654, 0.00889584794640541, 0.7944180965423584, 0.0014215298579074442, 0.017813030630350113, 0.0053888107649981976]"
sadness,At a prolonged separation with my family. ,sadness,"[0.9304933547973633, 0.8564752340316772, 0.8800736665725708, 0.49754515290260315, 0.0019366700435057282, 0.9503802061080933, 0.4272453188896179]"
disgust,I was looking for an object when I came across a rotten corpse of a rat. ,disgust,"[0.916431188583374, 0.9660835862159729, 0.9555041790008545, 0.9381797909736633, 0.03471852943766862, 0.9418685436248779, 0.8163606524467468]"
shame,I feel this feeling at one and the same degree when I am not prepared to overcome certain obstacle in my life. ,fear,"[0.5261523127555847, 0.5332701206207275, 0.6908268332481384, 0.616777241230011, 0.009064562618732452, 0.40178412199020386, 0.22033840417861938]"
guilt,I offended a person who had done much for me and who had helped me for everything. ,anger,"[0.9913229942321777, 0.989648699760437, 0.7095540165901184, 0.9819682240486145, 0.0056759517174214125, 0.9664013385772705, 0.9300438761711121]"
joy,"The day when my son said for the first time ""mummy"". ",joy,"[0.009234430268406868, 0.02055712789297104, 0.2222467064857483, 0.8645015954971313, 0.935802549123764, 0.06257118284702301, 0.05930081382393837]"
fear,Before an exam in logics. ,fear,"[0.8139171600341797, 0.6129186153411865, 0.8263694643974304, 0.5784653425216675, 0.23273087292909622, 0.3974913954734802, 0.5630666613578796]"
anger,My husband and I were invited at the house of our nieghbours then we got an invitation on the part of my parents which we had to refuse. A a result they called me by words that provoked my anger. ,anger,"[0.9715221524238586, 0.218208909034729, 0.02529325522482395, 0.8317842483520508, 0.0025175443151965737, 0.29138848185539246, 0.003382415045052767]"
sadness,My son lives in the country. I feel sadness when I see mothers having walks with their children. ,sadness,"[0.002729725558310747, 0.06875009834766388, 0.033195868134498596, 0.26179391145706177, 0.001160463725682348, 0.9945307374000549, 0.014647197909653187]"
disgust,"The behaviour of a colleague of mine, which doesn't correspond to my norms of behaviour. ",disgust,"[0.8808942437171936, 0.9044045209884644, 0.48827970027923584, 0.7887516617774963, 0.06548732705414295, 0.866724967956543, 0.724176824092865]"
shame,I was to take part in a cocktail party on the occasion of our national holiday as a servant. ,joy,"[0.5151229500770569, 0.5344781279563904, 0.25553861260414124, 0.5436751246452332, 0.5465722382068634, 0.19761569797992706, 0.4824103116989136]"
guilt,I ignored and offended my parents on the eve of the New Year. ,anger,"[0.9882225394248962, 0.9845483303070068, 0.38297727704048157, 0.966303825378418, 0.024146960116922855, 0.9675899147987366, 0.8370347023010254]"
joy,"The sense of joy comes to me always after a period of depression, as an organic feeling for an upsurge. I don't exclude the situative feeling but in this case the reason is not in me, it's out of me. ",joy,"[0.0020112425554543734, 0.0013262205757200718, 0.002955362666398287, 0.2958012819290161, 0.9749498963356018, 0.009395522996783257, 0.0013725843746215105]"
fear,I bet that I would jump down from a window. I was sure that I would jump but before I did it I rather felt fear. ,fear,"[0.023542987182736397, 0.7778925895690918, 0.9877405762672424, 0.6811139583587646, 0.0015809204778634012, 0.5121227502822876, 0.014422528445720673]"
anger,"A honest ""sliding"" on the part of a girlfriend of mine. Terribly crossed I started breaking things and tearing books. ",sadness,"[0.9796488881111145, 0.9747651815414429, 0.7098445892333984, 0.9073746800422668, 0.002209758444223553, 0.9805226922035217, 0.26843908429145813]"
sadness,"Alone I am coming back home in the night after the serial ""explanation"". ",guilt,"[0.7813467979431152, 0.710177481174469, 0.7206456661224365, 0.8368688225746155, 0.16726166009902954, 0.7785654664039612, 0.6583240032196045]"
disgust,A lie on the part of a person close to me. ,guilt,"[0.9230964779853821, 0.9513764977455139, 0.8756870031356812, 0.9770415425300598, 0.008281141286715865, 0.8806158900260925, 0.8904153108596802]"
shame,I thought I had taken a decision but I hesitated. ,guilt,"[0.5984874367713928, 0.4061344861984253, 0.5387726426124573, 0.7354217171669006, 0.15852028131484985, 0.4488430917263031, 0.4897402226924896]"
guilt,I feel this feeling most often before me not before the others. My outside is iron but actually I'm wasting away. ,fear,"[0.3627112805843353, 0.32656553387641907, 0.5153850317001343, 0.47021618485450745, 0.19837595522403717, 0.4555445909500122, 0.24828588962554932]"
joy,My son was born. ,joy,"[0.32604923844337463, 0.048271890729665756, 0.15838740766048431, 0.517747700214386, 0.8792837858200073, 0.24309156835079193, 0.12501013278961182]"
fear,I had a car accident. ,guilt,"[0.8332256078720093, 0.8676165342330933, 0.9101489186286926, 0.9209592342376709, 0.002558899810537696, 0.9036763310432434, 0.8224214315414429]"
anger,I was drawn up a statement for an infringement of the traffic ordinance. In fact I was innocent. ,disgust,"[0.8821911215782166, 0.9034091234207153, 0.8547508120536804, 0.7981044054031372, 0.035895416513085365, 0.7841265201568604, 0.8167694807052612]"
